,Unnamed: 0,row,col,x,y,row_col_id,s_mw_uumu,s_ext_uumu,s_mw_lucr,s_ext_lucr,s_cr_cs,s_tec_cs,s_ctet_cs,NORTHING,EASTING,FID,ctet_uu_mu_mik_cv_score,ctet_uu_mu_mik_cov_score,ctet_lu_cr_mik_cv_score,ctet_lu_cr_mik_cov_score,hexcr_uu_mu_mik_cv_score,hexcr_uu_mu_mik_cov_score,hexcr_lu_cr_mik_cv_score,hexcr_lu_cr_mik_cov_score,tc99_uu_mu_mik_cv_score,tc99_uu_mu_mik_cov_score,tc99_lu_cr_mik_cv_score,tc99_lu_cr_mik_cov_score,hexcr_uumu_clean_level_exceedance_score,hexcr_lucr_clean_level_exceedance_score,tc99_uumu_clean_level_exceedance_score,tc99_lucr_clean_level_exceedance_score,ctet_uumu_clean_level_exceedance_score,ctet_lucr_clean_level_exceedance_score,ctet_uumu_tdg_s,ctet_lucr_tdg_s,hcr_uumu_tdg_s,hcr_lucr_tdg_s,tec_uumu_tdg_s,tec_lucr_tdg_s
1485,1485,57,41,564950.0,137150.0,10570041,4,0,4,0,0,0,0,137150.0,564950.0,1485,1,1,2,3,2,3,4,3,3,4,0,3,0.0,0.0,0.0,0,0.0,0.0,6.0,9.0,9.0,11.0,11.0,7
1486,1486,57,42,565050.0,137150.0,10570042,3,0,3,0,0,0,0,137150.0,565050.0,1486,1,1,1,3,2,3,4,3,4,4,0,3,0.0,0.0,0.0,0,0.0,0.0,5.0,7.0,8.0,10.0,11.0,6
1487,1487,57,43,565150.0,137150.0,10570043,3,0,3,0,0,0,0,137150.0,565150.0,1487,1,1,1,3,2,3,4,3,4,4,0,3,0.0,0.0,0.0,0,0.0,0.0,5.0,7.0,8.0,10.0,11.0,6
1488,1488,57,44,565250.0,137150.0,10570044,2,0,3,0,0,0,0,137150.0,565250.0,1488,1,1,1,3,2,3,4,3,4,3,0,3,0.0,0.0,0.0,0,0.0,0.0,4.0,7.0,7.0,10.0,9.0,6
1489,1489,57,45,565350.0,137150.0,10570045,2,0,2,0,0,0,0,137150.0,565350.0,1489,1,2,0,3,1,3,4,3,4,3,0,3,0.0,0.0,0.0,0,0.0,0.0,5.0,5.0,6.0,9.0,9.0,5
1490,1490,57,46,565450.0,137150.0,10570046,2,0,2,0,0,0,0,137150.0,565450.0,1490,1,3,0,4,1,3,4,3,4,3,0,3,0.0,0.0,0.0,0,0.0,0.0,6.0,6.0,6.0,9.0,9.0,5
1491,1491,57,47,565550.0,137150.0,10570047,1,0,2,0,0,0,0,137150.0,565550.0,1491,1,4,0,4,1,2,4,3,4,4,0,4,0.0,0.0,0.0,0,0.0,0.0,6.0,6.0,4.0,9.0,9.0,6
1492,1492,57,48,565650.0,137150.0,10570048,1,0,2,0,0,0,0,137150.0,565650.0,1492,1,4,0,4,1,2,4,3,0,4,0,3,0.0,0.0,0.0,0,1.25,0.0,7.25,6.0,4.0,9.0,5.0,5
1493,1493,57,49,565750.0,137150.0,10570049,1,0,2,0,0,0,0,137150.0,565750.0,1493,1,4,0,4,0,2,4,3,0,1,0,3,0.0,0.0,0.0,0,2.5,0.0,8.5,6.0,3.0,9.0,2.0,5
1494,1494,57,50,565850.0,137150.0,10570050,1,0,2,0,0,0,0,137150.0,565850.0,1494,1,4,0,4,0,1,4,3,0,1,0,3,0.0,0.0,0.0,0,2.5,0.0,8.5,6.0,2.0,9.0,2.0,5
1495,1495,57,51,565950.0,137150.0,10570051,0,0,2,0,0,0,0,137150.0,565950.0,1495,0,4,0,3,0,0,0,3,0,1,0,2,0.0,0.0,0.0,0,2.5,0.0,6.5,5.0,0.0,5.0,1.0,4
1496,1496,57,52,566050.0,137150.0,10570052,0,0,2,0,0,0,0,137150.0,566050.0,1496,0,4,0,3,0,0,0,3,0,2,0,1,0.0,0.0,0.0,0,2.5,0.0,6.5,5.0,0.0,5.0,2.0,3
1497,1497,57,53,566150.0,137150.0,10570053,0,0,2,0,0,0,0,137150.0,566150.0,1497,0,3,0,3,0,0,0,3,0,1,0,0,0.0,0.0,0.0,0,2.5,0.0,5.5,5.0,0.0,5.0,1.0,2
1498,1498,57,54,566250.0,137150.0,10570054,0,0,2,0,0,0,0,137150.0,566250.0,1498,0,0,0,1,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0,2.5,0.0,2.5,3.0,0.0,5.0,0.0,2
1499,1499,57,55,566350.0,137150.0,10570055,0,0,2,0,0,0,0,137150.0,566350.0,1499,0,0,0,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0,2.5,0.0,2.5,2.0,0.0,5.0,0.0,2
1500,1500,57,56,566450.0,137150.0,10570056,0,0,2,0,0,0,0,137150.0,566450.0,1500,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0.0,0,2.5,2.5,2.5,4.5,0.0,6.0,0.0,2
1501,1501,57,57,566550.0,137150.0,10570057,1,0,2,0,0,0,0,137150.0,566550.0,1501,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2.25,2.5,4.25,4.5,1.0,2.0,1.0,2
1502,1502,57,58,566650.0,137150.0,10570058,0,0,1,0,0,0,0,137150.0,566650.0,1502,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2.5,2.5,3.5,3.5,0.0,1.0,0.0,1
1503,1503,57,59,566750.0,137150.0,10570059,0,0,1,0,0,0,0,137150.0,566750.0,1503,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2.5,2.5,3.5,3.5,0.0,1.0,0.0,1
1504,1504,57,60,566850.0,137150.0,10570060,0,0,1,0,0,0,0,137150.0,566850.0,1504,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2.5,2.5,3.5,3.5,0.0,1.0,0.0,1
1505,1505,57,61,566950.0,137150.0,10570061,0,0,1,0,0,0,0,137150.0,566950.0,1505,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2.5,2.5,4.5,3.5,0.0,1.0,0.0,1
1506,1506,57,62,567050.0,137150.0,10570062,0,0,0,0,0,0,0,137150.0,567050.0,1506,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2.25,2.5,5.25,2.5,0.0,0.0,0.0,0
1507,1507,57,63,567150.0,137150.0,10570063,0,0,0,0,0,0,0,137150.0,567150.0,1507,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2.25,2.5,5.25,2.5,0.0,0.0,0.0,0
1508,1508,57,64,567250.0,137150.0,10570064,0,0,0,0,0,0,0,137150.0,567250.0,1508,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2.25,2.5,5.25,2.5,0.0,0.0,0.0,0
1509,1509,57,65,567350.0,137150.0,10570065,0,0,0,0,0,0,0,137150.0,567350.0,1509,4,1,2,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0,2.5,2.5,7.5,4.5,2.0,0.0,0.0,0
1510,1510,57,66,567450.0,137150.0,10570066,1,0,1,0,0,0,0,137150.0,567450.0,1510,4,1,4,0,0,1,0,0,0,0,1,0,1.0,1.0,0.0,0,2.5,2.5,8.5,7.5,3.0,2.0,1.0,2
1511,1511,57,67,567550.0,137150.0,10570067,1,1,1,0,0,0,0,137150.0,567550.0,1511,4,1,4,0,1,1,0,0,0,0,1,0,1.0,0.0,0.0,0,2.5,2.5,9.5,7.5,5.0,1.0,2.0,2
1512,1512,57,68,567650.0,137150.0,10570068,1,2,1,0,0,0,0,137150.0,567650.0,1512,4,0,4,0,1,1,0,0,0,0,1,0,1.0,0.0,0.0,0,2.5,2.5,9.5,7.5,6.0,1.0,3.0,2
1513,1513,57,69,567750.0,137150.0,10570069,1,3,0,0,0,0,0,137150.0,567750.0,1513,4,0,4,0,1,1,0,0,0,0,1,0,1.75,0.0,0.0,0,2.5,2.5,10.5,6.5,7.75,0.0,4.0,1
1514,1514,57,70,567850.0,137150.0,10570070,2,2,0,1,0,0,0,137150.0,567850.0,1514,4,0,4,0,1,1,0,0,0,0,1,0,1.75,0.0,0.0,0,2.5,2.5,10.5,7.5,7.75,1.0,4.0,2
1515,1515,57,71,567950.0,137150.0,10570071,2,2,0,1,0,0,0,137150.0,567950.0,1515,4,0,2,0,1,1,0,0,0,0,2,0,2.25,0.0,0.0,0,2.5,2.5,10.5,5.5,8.25,1.0,4.0,3
1516,1516,57,72,568050.0,137150.0,10570072,2,1,0,1,0,0,0,137150.0,568050.0,1516,4,0,2,0,1,0,0,0,0,0,2,0,2.25,0.0,0.0,0,2.5,2.5,9.5,5.5,6.25,1.0,3.0,3
1517,1517,57,73,568150.0,137150.0,10570073,2,1,1,1,0,0,0,137150.0,568150.0,1517,4,0,3,0,1,0,0,0,0,0,2,0,2.25,0.0,0.0,0,2.5,2.5,9.5,7.5,6.25,2.0,3.0,4
1518,1518,57,74,568250.0,137150.0,10570074,2,2,1,0,0,0,0,137150.0,568250.0,1518,4,0,4,0,1,0,4,0,0,0,2,0,2.25,0.0,0.0,0,2.5,2.5,10.5,7.5,7.25,5.0,4.0,3
1519,1519,57,75,568350.0,137150.0,10570075,1,2,2,0,0,0,0,137150.0,568350.0,1519,4,0,4,0,1,0,4,0,0,0,2,0,1.75,0.0,0.0,0,2.5,2.5,9.5,8.5,5.75,6.0,3.0,4
1520,1520,57,76,568450.0,137150.0,10570076,1,2,2,0,0,0,0,137150.0,568450.0,1520,4,0,4,0,1,0,4,0,0,0,2,0,1.0,0.0,0.0,0,2.5,2.5,9.5,8.5,5.0,6.0,3.0,4
1521,1521,57,77,568550.0,137150.0,10570077,0,1,1,0,0,0,0,137150.0,568550.0,1521,3,0,4,0,1,0,4,0,1,1,2,0,0.0,0.0,0.0,0,2.5,2.5,6.5,7.5,2.0,5.0,3.0,3
1522,1522,57,78,568650.0,137150.0,10570078,0,0,1,0,0,0,0,137150.0,568650.0,1522,3,0,4,0,1,0,0,4,1,1,2,0,0.0,0.0,0.0,0,2.5,2.5,5.5,7.5,1.0,5.0,2.0,3
1523,1523,57,79,568750.0,137150.0,10570079,0,0,1,0,0,0,0,137150.0,568750.0,1523,3,0,1,0,1,0,0,0,1,1,2,0,0.0,0.0,0.0,0,1.75,2.5,4.75,4.5,1.0,1.0,2.0,3
1524,1524,57,80,568850.0,137150.0,10570080,0,0,0,0,0,0,0,137150.0,568850.0,1524,2,0,0,0,1,0,0,0,1,1,1,0,0.0,0.0,0.0,0,1.75,2.5,3.75,2.5,1.0,0.0,2.0,1
1525,1525,57,81,568950.0,137150.0,10570081,1,0,0,0,0,0,0,137150.0,568950.0,1525,2,0,0,0,1,1,0,0,1,1,1,0,0.0,0.0,0.0,0,1.75,2.5,4.75,2.5,3.0,0.0,3.0,1
1526,1526,57,82,569050.0,137150.0,10570082,1,0,0,0,0,0,0,137150.0,569050.0,1526,1,0,0,0,1,1,0,0,1,1,1,1,0.0,0.0,0.0,0,1.75,2.5,3.75,2.5,3.0,0.0,3.0,2
1527,1527,57,83,569150.0,137150.0,10570083,2,0,1,0,0,0,0,137150.0,569150.0,1527,1,0,0,0,1,1,0,0,1,1,1,3,0.0,0.0,0.0,0,2.25,2.5,5.25,3.5,4.0,1.0,4.0,5
1528,1528,57,84,569250.0,137150.0,10570084,2,0,0,0,0,0,0,137150.0,569250.0,1528,1,0,0,0,1,1,0,0,1,1,1,4,0.0,0.0,0.0,0,2.25,1.75,5.25,1.75,4.0,0.0,4.0,5
1529,1529,57,85,569350.0,137150.0,10570085,3,0,0,0,0,0,0,137150.0,569350.0,1529,0,0,0,0,2,1,0,0,2,1,0,4,0.0,0.0,0.0,0,2.5,2.5,5.5,2.5,6.0,0.0,6.0,4
1530,1530,57,86,569450.0,137150.0,10570086,3,0,0,0,0,0,0,137150.0,569450.0,1530,0,0,0,0,2,1,0,0,2,1,0,4,0.0,0.0,0.0,0,2.5,2.5,5.5,2.5,6.0,0.0,6.0,4
1531,1531,57,87,569550.0,137150.0,10570087,4,0,0,0,0,0,0,137150.0,569550.0,1531,0,0,0,0,2,1,0,0,2,1,0,4,0.0,0.0,0.0,0,2.5,2.5,6.5,2.5,7.0,0.0,7.0,4
1532,1532,57,88,569650.0,137150.0,10570088,3,0,1,0,0,0,0,137150.0,569650.0,1532,0,0,0,3,2,1,0,0,2,2,0,4,0.0,0.0,0.0,0,2.5,2.5,5.5,6.5,6.0,1.0,7.0,5
1533,1533,57,89,569750.0,137150.0,10570089,3,0,1,0,0,0,0,137150.0,569750.0,1533,0,0,0,3,2,2,0,0,1,2,0,4,0.0,0.0,0.0,0,2.5,2.5,5.5,6.5,7.0,1.0,6.0,5
1534,1534,57,90,569850.0,137150.0,10570090,2,0,1,0,0,0,0,137150.0,569850.0,1534,0,0,0,3,2,2,0,4,1,2,0,4,0.0,0.0,0.0,0,2.5,2.5,4.5,6.5,6.0,5.0,5.0,5
1535,1535,57,91,569950.0,137150.0,10570091,2,0,1,0,0,0,0,137150.0,569950.0,1535,0,0,0,3,2,2,0,4,1,3,0,4,0.0,0.0,0.0,0,2.5,2.5,4.5,6.5,6.0,5.0,6.0,5
1536,1536,57,92,570050.0,137150.0,10570092,2,0,1,0,0,0,0,137150.0,570050.0,1536,0,0,0,4,2,2,0,4,1,3,0,4,0.0,0.0,0.0,0,2.5,2.5,4.5,7.5,6.0,5.0,6.0,5
1537,1537,57,93,570150.0,137150.0,10570093,1,0,1,0,0,0,0,137150.0,570150.0,1537,0,0,0,3,2,3,0,4,1,3,0,4,0.0,0.0,0.0,0,2.5,2.5,3.5,6.5,6.0,5.0,5.0,5
1538,1538,57,94,570250.0,137150.0,10570094,1,0,1,0,0,0,0,137150.0,570250.0,1538,0,0,0,3,2,3,0,4,1,4,0,4,0.0,0.0,0.0,0,2.5,2.5,3.5,6.5,6.0,5.0,6.0,5
1539,1539,57,95,570350.0,137150.0,10570095,1,0,2,0,0,0,0,137150.0,570350.0,1539,0,0,0,3,2,3,0,3,0,4,0,4,0.0,0.0,0.0,0,2.5,2.5,3.5,7.5,6.0,5.0,5.0,6
1540,1540,57,96,570450.0,137150.0,10570096,1,0,2,0,0,0,0,137150.0,570450.0,1540,1,0,0,3,2,4,4,3,0,4,0,4,0.0,0.0,0.0,0,2.5,2.5,4.5,7.5,7.0,9.0,5.0,6
1541,1541,57,97,570550.0,137150.0,10570097,1,0,3,0,0,0,0,137150.0,570550.0,1541,1,0,0,3,2,4,4,3,0,4,0,4,0.0,0.0,0.0,0,2.5,1.5,4.5,7.5,7.0,10.0,5.0,7
1542,1542,57,98,570650.0,137150.0,10570098,1,0,3,0,0,0,0,137150.0,570650.0,1542,2,1,0,3,1,3,4,3,0,3,0,4,0.0,0.0,0.0,0,2.5,0.25,6.5,6.25,5.0,10.0,4.0,7
1543,1543,57,99,570750.0,137150.0,10570099,2,0,3,0,0,0,0,137150.0,570750.0,1543,2,1,1,3,1,3,4,3,0,3,0,4,0.0,0.0,0.0,0,2.5,0.0,7.5,7.0,6.0,10.0,5.0,7
1544,1544,57,100,570850.0,137150.0,10570100,2,0,3,0,0,0,0,137150.0,570850.0,1544,2,1,1,2,1,2,4,3,1,3,0,4,0.0,0.0,0.0,0,2.5,0.0,7.5,6.0,5.0,10.0,6.0,7
1545,1545,57,101,570950.0,137150.0,10570101,2,0,2,0,0,0,0,137150.0,570950.0,1545,1,1,1,2,1,2,4,3,1,3,0,4,0.0,0.0,0.0,0,2.5,0.0,6.5,5.0,5.0,9.0,6.0,6
1546,1546,57,102,571050.0,137150.0,10570102,2,0,2,0,0,0,0,137150.0,571050.0,1546,1,2,1,1,1,2,4,3,0,3,0,4,0.0,0.0,0.0,0,2.5,0.0,7.5,4.0,5.0,9.0,5.0,6
1547,1547,57,103,571150.0,137150.0,10570103,2,0,2,0,0,0,0,137150.0,571150.0,1547,1,3,1,1,0,1,4,3,0,3,1,4,0.0,0.0,0.0,0,2.5,0.0,8.5,4.0,3.0,9.0,5.0,7
1548,1548,57,104,571250.0,137150.0,10570104,1,0,1,0,0,0,0,137150.0,571250.0,1548,0,3,2,1,0,1,4,3,0,3,1,4,0.0,0.0,0.0,0,2.5,0.0,6.5,4.0,2.0,8.0,4.0,6
1549,1549,57,105,571350.0,137150.0,10570105,1,0,1,0,0,0,0,137150.0,571350.0,1549,0,3,3,1,0,1,4,3,0,4,1,3,0.0,0.0,0.0,0,2.5,0.0,6.5,5.0,2.0,8.0,5.0,5
1550,1550,57,106,571450.0,137150.0,10570106,1,0,1,0,0,0,0,137150.0,571450.0,1550,0,3,3,1,0,1,4,3,0,4,1,3,0.0,0.0,0.0,0,2.5,0.0,6.5,5.0,2.0,8.0,5.0,5
1551,1551,57,107,571550.0,137150.0,10570107,1,0,1,0,0,0,0,137150.0,571550.0,1551,0,3,3,1,0,1,4,3,0,4,1,3,0.0,0.0,0.0,0,2.5,0.0,6.5,5.0,2.0,8.0,5.0,5
1552,1552,57,108,571650.0,137150.0,10570108,1,0,1,0,0,0,0,137150.0,571650.0,1552,1,3,3,1,0,1,4,3,1,4,1,3,0.0,0.0,0.0,0,2.5,0.0,7.5,5.0,2.0,8.0,6.0,5
1553,1553,57,109,571750.0,137150.0,10570109,2,0,2,0,0,0,0,137150.0,571750.0,1553,1,3,3,1,0,2,4,3,1,4,2,3,0.0,0.0,0.0,0,2.5,0.0,8.5,6.0,4.0,9.0,7.0,7
1554,1554,57,110,571850.0,137150.0,10570110,2,0,2,0,0,0,0,137150.0,571850.0,1554,1,3,3,1,1,2,4,3,1,3,2,3,0.0,0.0,0.0,0,2.25,0.0,8.25,6.0,5.0,9.0,6.0,7
1555,1555,57,111,571950.0,137150.0,10570111,2,0,2,0,0,0,0,137150.0,571950.0,1555,1,2,3,1,1,2,4,3,2,3,2,3,0.0,0.0,0.0,0,2.25,0.0,7.25,6.0,5.0,9.0,7.0,7
1556,1556,57,112,572050.0,137150.0,10570112,3,0,3,0,0,0,0,137150.0,572050.0,1556,2,2,3,1,1,2,4,3,2,3,2,3,0.0,0.0,0.0,0,0.0,0.0,7.0,7.0,6.0,10.0,8.0,8
1557,1557,57,113,572150.0,137150.0,10570113,3,0,3,0,0,0,0,137150.0,572150.0,1557,2,2,3,1,1,3,4,3,2,3,2,3,0.0,0.0,0.0,0,0.0,0.0,7.0,7.0,7.0,10.0,8.0,8
1558,1558,58,32,564050.0,137050.0,10580032,4,0,4,0,0,0,0,137050.0,564050.0,1558,3,2,2,2,3,2,4,3,3,2,2,3,0.0,0.0,0.0,0,0.0,0.0,9.0,8.0,9.0,11.0,9.0,9
1559,1559,58,33,564150.0,137050.0,10580033,4,0,4,0,0,0,0,137050.0,564150.0,1559,3,2,3,2,3,3,4,3,3,2,2,3,0.0,0.0,0.0,0,0.0,0.0,9.0,9.0,10.0,11.0,9.0,9
1560,1560,58,34,564250.0,137050.0,10580034,4,0,4,0,0,0,0,137050.0,564250.0,1560,2,2,3,2,3,2,4,3,3,2,2,3,0.0,0.0,0.0,0,0.0,0.0,8.0,9.0,9.0,11.0,9.0,9
1561,1561,58,35,564350.0,137050.0,10580035,4,0,4,0,0,0,0,137050.0,564350.0,1561,2,2,3,2,3,2,4,3,3,2,1,3,0.0,0.0,0.0,0,0.0,0.0,8.0,9.0,9.0,11.0,9.0,8
1562,1562,58,36,564450.0,137050.0,10580036,4,0,4,0,0,0,0,137050.0,564450.0,1562,2,1,3,2,3,2,4,3,3,3,1,3,0.0,0.0,0.0,0,0.0,0.0,7.0,9.0,9.0,11.0,10.0,8
1563,1563,58,37,564550.0,137050.0,10580037,4,0,4,0,0,0,0,137050.0,564550.0,1563,2,1,3,2,3,2,4,3,3,3,1,3,0.0,0.0,0.0,0,0.0,0.0,7.0,9.0,9.0,11.0,10.0,8
1564,1564,58,38,564650.0,137050.0,10580038,4,0,4,0,0,0,0,137050.0,564650.0,1564,2,1,3,2,3,2,4,3,3,3,1,3,0.0,0.0,0.0,0,0.0,0.0,7.0,9.0,9.0,11.0,10.0,8
1565,1565,58,39,564750.0,137050.0,10580039,4,0,4,0,0,0,0,137050.0,564750.0,1565,2,1,3,2,3,3,4,3,3,3,0,3,0.0,0.0,0.0,0,0.0,0.0,7.0,9.0,10.0,11.0,10.0,7
1566,1566,58,40,564850.0,137050.0,10580040,4,0,4,0,0,0,0,137050.0,564850.0,1566,2,1,3,3,2,3,4,3,3,3,0,3,0.0,0.0,0.0,0,0.0,0.0,7.0,10.0,9.0,11.0,10.0,7
1567,1567,58,41,564950.0,137050.0,10580041,4,0,4,0,0,0,0,137050.0,564950.0,1567,1,1,2,3,2,3,4,3,3,4,0,3,0.0,0.0,0.0,0,0.0,0.0,6.0,9.0,9.0,11.0,11.0,7
1568,1568,58,42,565050.0,137050.0,10580042,3,0,4,0,0,0,0,137050.0,565050.0,1568,1,1,1,3,2,3,4,3,4,4,0,3,0.0,0.0,0.0,0,0.0,0.0,5.0,8.0,8.0,11.0,11.0,7
1569,1569,58,43,565150.0,137050.0,10580043,3,0,3,0,0,0,0,137050.0,565150.0,1569,1,1,1,3,2,3,4,3,4,4,0,3,0.0,0.0,0.0,0,0.0,0.0,5.0,7.0,8.0,10.0,11.0,6
1570,1570,58,44,565250.0,137050.0,10580044,2,0,3,0,0,0,0,137050.0,565250.0,1570,1,2,1,3,2,3,4,3,4,3,0,3,0.0,0.0,0.0,0,0.0,0.0,5.0,7.0,7.0,10.0,9.0,6
1571,1571,58,45,565350.0,137050.0,10580045,2,0,3,0,0,0,0,137050.0,565350.0,1571,2,3,0,3,1,3,4,3,4,3,0,3,0.0,0.0,0.0,0,0.0,0.0,7.0,6.0,6.0,10.0,9.0,6
1572,1572,58,46,565450.0,137050.0,10580046,1,0,3,0,0,0,0,137050.0,565450.0,1572,2,3,0,4,1,3,4,3,4,3,0,4,0.0,0.0,0.0,0,0.0,0.0,6.0,7.0,5.0,10.0,8.0,7
1573,1573,58,47,565550.0,137050.0,10580047,1,0,3,0,0,0,0,137050.0,565550.0,1573,2,4,0,4,1,3,4,3,3,4,0,4,0.0,0.0,0.0,0,0.0,0.0,7.0,7.0,5.0,10.0,8.0,7
1574,1574,58,48,565650.0,137050.0,10580048,0,0,2,0,0,0,0,137050.0,565650.0,1574,1,4,0,4,1,2,4,3,0,1,0,3,0.0,0.0,0.0,0,1.0,0.0,6.0,6.0,3.0,9.0,1.0,5
1575,1575,58,49,565750.0,137050.0,10580049,0,0,2,0,0,0,0,137050.0,565750.0,1575,1,4,0,4,0,2,4,3,0,1,0,3,0.0,0.0,0.0,0,2.5,0.0,7.5,6.0,2.0,9.0,1.0,5
1576,1576,58,50,565850.0,137050.0,10580050,0,0,2,0,0,0,0,137050.0,565850.0,1576,0,4,0,4,0,1,4,3,0,1,0,3,0.0,0.0,0.0,0,2.5,0.0,6.5,6.0,1.0,9.0,1.0,5
1577,1577,58,51,565950.0,137050.0,10580051,0,0,2,0,0,0,0,137050.0,565950.0,1577,0,4,0,3,0,1,0,3,0,1,0,1,0.0,0.0,0.0,0,2.5,0.0,6.5,5.0,1.0,5.0,1.0,3
1578,1578,58,52,566050.0,137050.0,10580052,0,0,2,0,0,0,0,137050.0,566050.0,1578,0,4,0,3,0,0,0,3,0,1,0,0,0.0,0.0,0.0,0,1.0,0.0,5.0,5.0,0.0,5.0,1.0,2
1579,1579,58,53,566150.0,137050.0,10580053,0,0,2,0,0,0,0,137050.0,566150.0,1579,0,3,0,2,0,0,0,3,0,1,0,0,0.0,0.0,0.0,0,1.75,0.0,4.75,4.0,0.0,5.0,1.0,2
1580,1580,58,54,566250.0,137050.0,10580054,0,0,2,0,0,0,0,137050.0,566250.0,1580,0,0,0,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0,2.25,0.0,2.25,2.0,0.0,5.0,0.0,2
1581,1581,58,55,566350.0,137050.0,10580055,0,0,2,0,0,0,0,137050.0,566350.0,1581,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0.0,0,2.25,0.0,2.25,2.0,0.0,6.0,0.0,2
1582,1582,58,56,566450.0,137050.0,10580056,1,0,2,0,0,0,0,137050.0,566450.0,1582,0,0,0,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0,2.5,0.0,3.5,2.0,1.0,5.0,1.0,2
1583,1583,58,57,566550.0,137050.0,10580057,1,0,1,0,0,0,0,137050.0,566550.0,1583,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2.5,2.5,4.5,3.5,1.0,1.0,1.0,1
1584,1584,58,58,566650.0,137050.0,10580058,0,0,1,0,0,0,0,137050.0,566650.0,1584,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2.5,2.5,3.5,3.5,0.0,1.0,0.0,1
1585,1585,58,59,566750.0,137050.0,10580059,0,0,1,0,0,0,0,137050.0,566750.0,1585,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2.5,2.5,3.5,3.5,0.0,1.0,0.0,1
1586,1586,58,60,566850.0,137050.0,10580060,0,0,1,0,0,0,0,137050.0,566850.0,1586,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2.5,2.5,4.5,3.5,0.0,1.0,0.0,1
1587,1587,58,61,566950.0,137050.0,10580061,1,1,1,0,0,0,0,137050.0,566950.0,1587,3,0,0,0,0,0,0,0,0,4,0,1,0.0,0.0,0.0,0,2.5,2.5,7.5,3.5,2.0,1.0,6.0,2
1588,1588,58,62,567050.0,137050.0,10580062,0,0,1,0,0,0,0,137050.0,567050.0,1588,3,0,0,0,0,0,0,0,1,4,0,1,0.0,0.0,0.0,0,2.5,2.5,5.5,3.5,0.0,1.0,5.0,2
1589,1589,58,63,567150.0,137050.0,10580063,0,0,0,0,0,0,0,137050.0,567150.0,1589,3,0,0,0,0,0,0,0,1,4,0,0,0.0,0.0,0.0,0,2.5,2.5,5.5,2.5,0.0,0.0,5.0,0
1590,1590,58,64,567250.0,137050.0,10580064,0,0,0,0,0,0,0,137050.0,567250.0,1590,4,0,0,0,0,0,0,0,1,4,0,0,0.0,0.0,0.0,0,2.5,2.5,6.5,2.5,0.0,0.0,5.0,0
1591,1591,58,65,567350.0,137050.0,10580065,0,0,0,0,0,0,0,137050.0,567350.0,1591,4,1,1,0,0,1,0,0,2,4,0,0,1.0,1.0,0.0,0,2.5,2.5,7.5,3.5,2.0,1.0,6.0,0
1592,1592,58,66,567450.0,137050.0,10580066,0,0,0,0,0,0,0,137050.0,567450.0,1592,4,1,4,0,0,1,0,0,2,4,1,0,1.0,1.0,0.0,0,2.5,2.5,7.5,6.5,2.0,1.0,6.0,1
1593,1593,58,67,567550.0,137050.0,10580067,0,1,1,0,0,0,0,137050.0,567550.0,1593,4,0,4,0,1,1,0,0,1,4,1,0,1.0,0.0,0.0,0,2.5,2.5,7.5,7.5,4.0,1.0,6.0,2
1594,1594,58,68,567650.0,137050.0,10580068,1,2,1,0,0,0,0,137050.0,567650.0,1594,4,0,4,0,1,1,0,0,0,0,1,0,1.0,0.0,0.0,0,2.5,2.5,9.5,7.5,6.0,1.0,3.0,2
1595,1595,58,69,567750.0,137050.0,10580069,1,4,0,0,0,0,0,137050.0,567750.0,1595,4,0,4,0,1,1,0,0,0,0,2,0,1.75,0.0,0.0,0,2.5,2.5,11.5,6.5,8.75,0.0,5.0,2
1596,1596,58,70,567850.0,137050.0,10580070,2,3,0,1,0,0,0,137050.0,567850.0,1596,4,0,2,0,1,1,0,0,0,0,2,0,2.25,0.0,0.0,0,2.5,2.5,11.5,5.5,9.25,1.0,5.0,3
1597,1597,58,71,567950.0,137050.0,10580071,2,2,0,1,0,0,0,137050.0,567950.0,1597,4,0,1,0,1,1,0,0,0,0,2,0,2.25,0.0,0.0,0,2.5,2.5,10.5,4.5,8.25,1.0,4.0,3
