,Unnamed: 0,row,col,x,y,row_col_id,s_mw_uumu,s_ext_uumu,s_mw_lucr,s_ext_lucr,s_cr_cs,s_tec_cs,s_ctet_cs,NORTHING,EASTING,FID,ctet_uu_mu_mik_cv_score,ctet_uu_mu_mik_cov_score,ctet_lu_cr_mik_cv_score,ctet_lu_cr_mik_cov_score,hexcr_uu_mu_mik_cv_score,hexcr_uu_mu_mik_cov_score,hexcr_lu_cr_mik_cv_score,hexcr_lu_cr_mik_cov_score,tc99_uu_mu_mik_cv_score,tc99_uu_mu_mik_cov_score,tc99_lu_cr_mik_cv_score,tc99_lu_cr_mik_cov_score,hexcr_uumu_clean_level_exceedance_score,hexcr_lucr_clean_level_exceedance_score,tc99_uumu_clean_level_exceedance_score,tc99_lucr_clean_level_exceedance_score,ctet_uumu_clean_level_exceedance_score,ctet_lucr_clean_level_exceedance_score,ctet_uumu_tdg_s,ctet_lucr_tdg_s,hcr_uumu_tdg_s,hcr_lucr_tdg_s,tec_uumu_tdg_s,tec_lucr_tdg_s
2660,2660,71,68,567650.0,135750.0,10710068,2,2,1,0,0,0,0,135750.0,567650.0,2660,4,0,4,0,0,1,4,4,3,3,2,2,0.0,0.0,0.0,0,2.5,2.5,10.5,7.5,5.0,9.0,10.0,5
2661,2661,71,69,567750.0,135750.0,10710069,2,2,0,0,0,0,0,135750.0,567750.0,2661,4,0,4,0,1,1,4,4,2,3,3,1,0.0,0.0,0.0,0,2.5,2.5,10.5,6.5,6.0,8.0,9.0,4
2662,2662,71,70,567850.0,135750.0,10710070,2,2,1,1,0,0,0,135750.0,567850.0,2662,4,0,4,0,1,2,4,4,0,0,3,0,0.0,0.0,0.0,0,2.5,2.5,10.5,8.5,7.0,10.0,4.0,5
2663,2663,71,71,567950.0,135750.0,10710071,1,1,1,2,0,0,0,135750.0,567950.0,2663,4,0,4,0,1,2,4,4,0,0,3,0,0.0,0.0,0.0,0,2.5,2.5,8.5,9.5,5.0,11.0,2.0,6
2664,2664,71,72,568050.0,135750.0,10710072,1,1,1,3,0,0,0,135750.0,568050.0,2664,4,0,4,0,1,2,4,4,0,0,3,0,0.0,0.0,0.0,0,2.5,2.5,8.5,10.5,5.0,12.0,2.0,7
2665,2665,71,73,568150.0,135750.0,10710073,1,1,2,3,0,0,0,135750.0,568150.0,2665,4,0,4,0,1,2,0,4,0,0,3,0,0.0,0.0,0.0,0,2.5,2.5,8.5,11.5,5.0,9.0,2.0,8
2666,2666,71,74,568250.0,135750.0,10710074,1,2,2,2,0,0,0,135750.0,568250.0,2666,4,0,4,0,1,2,0,4,0,0,3,0,0.0,0.0,0.0,0,2.5,2.5,9.5,10.5,6.0,8.0,3.0,7
2667,2667,71,75,568350.0,135750.0,10710075,1,2,2,1,0,0,0,135750.0,568350.0,2667,4,0,4,0,1,1,0,4,0,0,3,0,0.0,0.0,0.0,0,2.5,2.5,9.5,9.5,5.0,7.0,3.0,6
2668,2668,71,76,568450.0,135750.0,10710076,1,2,2,0,0,0,0,135750.0,568450.0,2668,4,0,4,0,0,1,0,4,1,1,4,0,0.0,0.0,0.0,0,2.5,2.5,9.5,8.5,4.0,6.0,5.0,6
2669,2669,71,77,568550.0,135750.0,10710077,1,1,1,0,0,0,0,135750.0,568550.0,2669,4,0,4,0,0,1,0,3,0,1,4,0,0.0,0.0,0.0,0,2.5,2.5,8.5,7.5,3.0,4.0,3.0,5
2670,2670,71,78,568650.0,135750.0,10710078,0,0,1,0,0,0,0,135750.0,568650.0,2670,4,0,1,0,0,0,0,3,0,1,4,0,0.0,0.0,0.0,0,2.5,2.5,6.5,4.5,0.0,4.0,1.0,5
2671,2671,71,79,568750.0,135750.0,10710079,0,0,0,0,0,0,0,135750.0,568750.0,2671,4,0,0,0,0,0,4,3,0,0,4,0,0.0,0.0,0.0,0,2.5,2.5,6.5,2.5,0.0,7.0,0.0,4
2672,2672,71,80,568850.0,135750.0,10710080,0,0,0,0,0,0,0,135750.0,568850.0,2672,3,0,0,0,0,0,4,3,0,0,4,0,0.0,0.0,0.0,0,2.5,2.5,5.5,2.5,0.0,7.0,0.0,4
2673,2673,71,81,568950.0,135750.0,10710081,0,0,0,0,0,0,0,135750.0,568950.0,2673,1,0,0,0,0,0,4,3,0,2,4,0,0.0,0.0,0.0,0,2.5,2.5,3.5,2.5,0.0,7.0,2.0,4
2674,2674,71,82,569050.0,135750.0,10710082,1,0,1,0,0,0,0,135750.0,569050.0,2674,1,0,0,0,0,1,4,3,1,4,4,0,0.0,0.0,0.0,0,2.5,2.5,4.5,3.5,2.0,8.0,6.0,5
2675,2675,71,83,569150.0,135750.0,10710083,1,0,1,0,0,0,0,135750.0,569150.0,2675,0,0,0,0,0,2,4,3,1,3,4,0,0.0,0.0,0.0,0,2.5,2.5,3.5,3.5,3.0,8.0,5.0,5
2676,2676,71,84,569250.0,135750.0,10710084,2,0,2,0,0,0,0,135750.0,569250.0,2676,0,0,0,0,0,2,4,3,2,2,4,0,0.0,0.0,0.0,0,2.5,2.25,4.5,4.25,4.0,9.0,6.0,6
2677,2677,71,85,569350.0,135750.0,10710085,2,0,2,0,0,0,0,135750.0,569350.0,2677,0,0,0,0,1,3,4,3,2,1,4,1,0.0,0.0,0.0,0,2.5,1.0,4.5,3.0,6.0,9.0,5.0,7
2678,2678,71,86,569450.0,135750.0,10710086,2,0,2,0,0,0,0,135750.0,569450.0,2678,0,0,0,0,1,4,4,3,2,0,4,1,0.0,0.0,0.0,0,2.5,1.0,4.5,3.0,7.0,9.0,4.0,7
2679,2679,71,87,569550.0,135750.0,10710087,2,0,3,0,0,0,0,135750.0,569550.0,2679,0,0,0,0,1,4,4,3,1,0,4,2,0.0,0.0,0.0,0,2.5,1.0,4.5,4.0,7.0,10.0,3.0,9
2680,2680,71,88,569650.0,135750.0,10710088,2,0,3,0,0,0,0,135750.0,569650.0,2680,0,0,0,0,1,4,4,3,1,0,4,3,0.0,0.0,0.0,0,2.5,2.25,4.5,5.25,7.0,10.0,3.0,10
2681,2681,71,89,569750.0,135750.0,10710089,1,0,3,0,0,0,0,135750.0,569750.0,2681,0,0,0,0,1,4,4,3,1,0,4,3,0.0,0.0,0.0,0,2.5,2.5,3.5,5.5,6.0,10.0,2.0,10
2682,2682,71,90,569850.0,135750.0,10710090,1,0,4,0,0,0,0,135750.0,569850.0,2682,0,0,0,0,2,4,4,3,1,0,4,3,0.0,0.0,0.0,0,2.5,2.5,3.5,6.5,7.0,11.0,2.0,11
2683,2683,71,91,569950.0,135750.0,10710091,0,0,4,0,0,0,0,135750.0,569950.0,2683,0,0,1,0,2,4,4,3,0,0,4,3,0.0,0.0,0.0,0,2.5,1.25,2.5,6.25,6.0,11.0,0.0,11
2684,2684,71,92,570050.0,135750.0,10710092,0,0,4,0,0,0,0,135750.0,570050.0,2684,0,1,1,0,2,4,4,3,0,0,4,3,0.0,0.0,0.0,0,2.5,0.0,3.5,5.0,6.0,11.0,0.0,11
2685,2685,71,93,570150.0,135750.0,10710093,0,0,4,0,0,0,0,135750.0,570150.0,2685,1,3,1,0,2,4,4,3,0,0,4,3,0.0,0.0,0.0,0,2.5,0.0,6.5,5.0,6.0,11.0,0.0,11
2686,2686,71,94,570250.0,135750.0,10710094,1,0,4,0,0,0,0,135750.0,570250.0,2686,3,4,1,0,3,4,4,3,0,0,4,4,0.0,0.0,0.0,0,2.5,0.0,10.5,5.0,8.0,11.0,1.0,12
2687,2687,71,95,570350.0,135750.0,10710095,1,0,4,0,0,0,0,135750.0,570350.0,2687,3,3,1,0,3,4,4,3,1,0,4,4,0.0,0.0,0.0,0,1.5,0.0,8.5,5.0,8.0,11.0,2.0,12
2688,2688,71,96,570450.0,135750.0,10710096,2,0,4,0,0,0,0,135750.0,570450.0,2688,3,3,2,0,3,4,4,3,1,0,3,4,0.0,0.0,0.0,0,0.75,0.0,8.75,6.0,9.0,11.0,3.0,11
2689,2689,71,97,570550.0,135750.0,10710097,2,0,4,0,0,0,0,135750.0,570550.0,2689,3,3,2,0,3,4,4,3,1,0,3,4,0.0,0.0,0.0,0,0.25,0.0,8.25,6.0,9.0,11.0,3.0,11
2690,2690,71,98,570650.0,135750.0,10710098,2,0,4,0,0,0,0,135750.0,570650.0,2690,3,3,2,0,3,3,4,3,1,0,3,4,0.0,0.0,0.0,0,0.0,0.0,8.0,6.0,8.0,11.0,3.0,11
2691,2691,71,99,570750.0,135750.0,10710099,2,0,4,0,0,0,0,135750.0,570750.0,2691,3,3,2,1,3,3,4,3,1,0,3,4,0.0,0.0,0.0,0,0.0,0.0,8.0,7.0,8.0,11.0,3.0,11
2692,2692,71,100,570850.0,135750.0,10710100,1,0,4,0,0,0,0,135750.0,570850.0,2692,3,4,2,1,3,3,4,3,2,0,3,4,0.0,0.0,0.0,0,0.0,0.0,8.0,7.0,7.0,11.0,3.0,11
2693,2693,71,101,570950.0,135750.0,10710101,1,0,4,0,0,0,0,135750.0,570950.0,2693,3,4,2,1,3,3,4,3,2,0,3,3,0.0,0.0,0.0,0,0.0,0.0,8.0,7.0,7.0,11.0,3.0,10
2694,2694,71,102,571050.0,135750.0,10710102,0,0,4,0,0,0,0,135750.0,571050.0,2694,2,4,2,1,3,3,4,3,2,0,3,3,0.0,0.0,0.0,0,0.0,0.0,6.0,7.0,6.0,11.0,2.0,10
2695,2695,71,103,571150.0,135750.0,10710103,0,0,4,0,0,0,0,135750.0,571150.0,2695,1,4,2,1,3,3,4,3,2,1,3,3,0.0,0.0,0.0,0,0.0,0.0,5.0,7.0,6.0,11.0,3.0,10
2696,2696,71,104,571250.0,135750.0,10710104,0,0,4,0,0,0,0,135750.0,571250.0,2696,0,3,2,1,3,3,4,3,2,1,3,3,0.0,0.0,0.0,0,0.0,0.0,3.0,7.0,6.0,11.0,3.0,10
2697,2697,71,105,571350.0,135750.0,10710105,0,0,4,0,0,0,0,135750.0,571350.0,2697,0,3,2,1,3,3,4,3,2,1,3,3,0.0,0.0,0.0,0,0.0,0.0,3.0,7.0,6.0,11.0,3.0,10
2698,2698,71,106,571450.0,135750.0,10710106,1,0,4,0,0,0,0,135750.0,571450.0,2698,0,2,2,1,3,3,4,3,2,1,3,3,0.0,0.0,0.0,0,0.0,0.0,3.0,7.0,7.0,11.0,4.0,10
2699,2699,71,107,571550.0,135750.0,10710107,1,0,4,0,0,0,0,135750.0,571550.0,2699,1,2,2,1,3,3,4,3,2,1,3,3,0.0,0.0,0.0,0,0.25,0.0,4.25,7.0,7.0,11.0,4.0,10
2700,2700,71,108,571650.0,135750.0,10710108,2,0,4,0,0,0,0,135750.0,571650.0,2700,1,2,2,1,3,3,4,3,2,1,3,3,0.0,0.0,0.0,0,0.75,0.0,5.75,7.0,8.0,11.0,5.0,10
2701,2701,71,109,571750.0,135750.0,10710109,2,0,4,0,0,0,0,135750.0,571750.0,2701,1,1,2,1,3,3,4,3,2,1,3,3,0.0,0.0,0.0,0,0.75,0.0,4.75,7.0,8.0,11.0,5.0,10
2702,2702,71,110,571850.0,135750.0,10710110,3,0,4,0,0,0,0,135750.0,571850.0,2702,1,1,2,1,3,3,4,3,2,1,3,3,0.0,0.0,0.0,0,0.75,0.0,5.75,7.0,9.0,11.0,6.0,10
2703,2703,71,111,571950.0,135750.0,10710111,3,0,4,0,0,0,0,135750.0,571950.0,2703,1,1,2,1,3,3,4,3,2,1,3,3,0.0,0.0,0.0,0,0.75,0.0,5.75,7.0,9.0,11.0,6.0,10
2704,2704,71,112,572050.0,135750.0,10710112,4,0,4,0,0,0,0,135750.0,572050.0,2704,1,1,2,1,3,3,4,3,2,1,2,3,0.0,0.0,0.0,0,1.5,0.0,7.5,7.0,10.0,11.0,7.0,9
2705,2705,71,113,572150.0,135750.0,10710113,4,0,4,0,0,0,0,135750.0,572150.0,2705,2,1,2,1,3,3,4,3,3,1,2,2,0.0,0.0,0.0,0,1.5,0.0,8.5,7.0,10.0,11.0,8.0,8
2706,2706,72,32,564050.0,135650.0,10720032,4,0,4,0,0,0,0,135650.0,564050.0,2706,3,3,3,2,3,2,4,3,3,2,2,2,0.0,0.0,0.0,0,0.0,0.0,10.0,9.0,9.0,11.0,9.0,8
2707,2707,72,33,564150.0,135650.0,10720033,4,0,4,0,0,0,0,135650.0,564150.0,2707,3,2,3,2,3,2,4,3,3,2,2,2,0.0,0.0,0.0,0,0.0,0.0,9.0,9.0,9.0,11.0,9.0,8
2708,2708,72,34,564250.0,135650.0,10720034,4,0,4,0,0,0,0,135650.0,564250.0,2708,3,2,3,2,2,3,4,3,3,2,2,2,0.0,0.0,0.0,0,0.0,0.0,9.0,9.0,9.0,11.0,9.0,8
2709,2709,72,35,564350.0,135650.0,10720035,4,0,4,0,0,0,0,135650.0,564350.0,2709,3,2,3,2,2,3,4,3,3,2,1,2,0.0,0.0,0.0,0,0.0,0.0,9.0,9.0,9.0,11.0,9.0,7
2710,2710,72,36,564450.0,135650.0,10720036,4,0,4,0,0,0,0,135650.0,564450.0,2710,2,2,3,2,2,2,4,3,2,2,1,3,0.0,0.0,0.0,0,0.0,0.0,8.0,9.0,8.0,11.0,8.0,8
2711,2711,72,37,564550.0,135650.0,10720037,4,0,4,0,0,0,0,135650.0,564550.0,2711,2,2,3,2,3,2,4,3,2,2,1,3,0.0,0.0,0.0,0,0.0,0.0,8.0,9.0,9.0,11.0,8.0,8
2712,2712,72,38,564650.0,135650.0,10720038,4,0,4,0,0,0,0,135650.0,564650.0,2712,2,1,4,2,3,2,4,3,2,2,1,3,0.0,0.0,0.0,0,0.0,0.0,7.0,10.0,9.0,11.0,8.0,8
2713,2713,72,39,564750.0,135650.0,10720039,4,0,4,0,0,0,0,135650.0,564750.0,2713,2,1,4,2,3,3,4,3,2,2,1,3,0.0,0.0,0.0,0,0.0,0.0,7.0,10.0,10.0,11.0,8.0,8
2714,2714,72,40,564850.0,135650.0,10720040,3,0,4,0,0,0,0,135650.0,564850.0,2714,2,1,4,2,2,3,4,3,2,2,0,3,0.0,0.0,0.0,0,0.0,0.0,6.0,10.0,8.0,11.0,7.0,7
2715,2715,72,41,564950.0,135650.0,10720041,3,0,4,0,0,0,0,135650.0,564950.0,2715,2,2,3,2,2,3,4,3,2,2,0,3,0.0,0.0,0.0,0,0.0,0.0,7.0,9.0,8.0,11.0,7.0,7
2716,2716,72,42,565050.0,135650.0,10720042,3,0,4,0,0,0,0,135650.0,565050.0,2716,3,2,3,3,2,3,4,3,3,3,0,3,0.0,0.0,0.0,0,0.0,0.0,8.0,10.0,8.0,11.0,9.0,7
2717,2717,72,43,565150.0,135650.0,10720043,3,0,4,0,0,0,0,135650.0,565150.0,2717,3,3,1,3,2,3,4,3,3,3,0,3,0.0,0.0,0.0,0,0.0,0.0,9.0,8.0,8.0,11.0,9.0,7
2718,2718,72,44,565250.0,135650.0,10720044,3,0,4,0,0,0,0,135650.0,565250.0,2718,3,3,1,3,2,3,4,3,3,3,0,3,0.0,0.0,0.0,0,0.0,0.0,9.0,8.0,8.0,11.0,9.0,7
2719,2719,72,45,565350.0,135650.0,10720045,2,0,4,0,0,0,0,135650.0,565350.0,2719,3,3,1,3,1,2,4,3,3,3,0,2,0.0,0.0,0.0,0,0.0,0.0,8.0,8.0,5.0,11.0,8.0,6
2720,2720,72,46,565450.0,135650.0,10720046,2,0,4,0,0,0,0,135650.0,565450.0,2720,3,3,1,3,1,2,4,3,3,3,0,1,0.0,0.0,0.0,0,1.0,0.0,9.0,8.0,5.0,11.0,8.0,5
2721,2721,72,47,565550.0,135650.0,10720047,2,0,3,0,0,0,0,135650.0,565550.0,2721,3,4,1,3,1,2,4,3,1,0,0,1,0.0,0.0,0.0,0,1.0,0.0,10.0,7.0,5.0,10.0,3.0,4
2722,2722,72,48,565650.0,135650.0,10720048,1,0,3,0,0,0,0,135650.0,565650.0,2722,3,4,0,3,1,2,4,3,1,0,0,0,0.0,0.0,0.0,0,1.0,0.0,9.0,6.0,4.0,10.0,2.0,3
2723,2723,72,49,565750.0,135650.0,10720049,1,0,2,0,0,0,0,135650.0,565750.0,2723,3,4,0,4,0,1,4,3,2,0,0,0,0.0,0.0,0.0,0,1.0,0.0,9.0,6.0,2.0,9.0,3.0,2
2724,2724,72,50,565850.0,135650.0,10720050,1,0,2,0,0,0,0,135650.0,565850.0,2724,3,4,0,4,0,1,4,3,3,0,0,0,0.0,0.0,0.0,0,1.0,0.0,9.0,6.0,2.0,9.0,4.0,2
2725,2725,72,51,565950.0,135650.0,10720051,0,0,1,0,0,0,0,135650.0,565950.0,2725,2,4,0,4,0,0,4,3,2,0,0,0,0.0,0.0,0.0,0,1.0,0.0,7.0,5.0,0.0,8.0,2.0,1
2726,2726,72,52,566050.0,135650.0,10720052,0,0,1,0,0,0,0,135650.0,566050.0,2726,1,4,0,4,0,0,4,3,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,6.0,5.0,0.0,8.0,0.0,1
2727,2727,72,53,566150.0,135650.0,10720053,0,0,0,0,0,0,0,135650.0,566150.0,2727,0,4,0,4,0,0,4,3,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,5.0,4.0,0.0,7.0,0.0,0
2728,2728,72,54,566250.0,135650.0,10720054,0,0,0,0,0,0,0,135650.0,566250.0,2728,0,0,0,4,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,1.0,4.0,0.0,3.0,0.0,0
2729,2729,72,55,566350.0,135650.0,10720055,0,0,0,0,0,0,0,135650.0,566350.0,2729,0,0,0,4,0,0,0,4,0,0,0,0,0.0,0.0,0.0,0,1.75,0.0,1.75,4.0,0.0,4.0,0.0,0
2730,2730,72,56,566450.0,135650.0,10720056,0,0,0,0,0,0,0,135650.0,566450.0,2730,0,0,0,4,0,0,0,4,0,0,0,0,0.0,0.0,0.0,0,1.75,0.0,1.75,4.0,0.0,4.0,0.0,0
2731,2731,72,57,566550.0,135650.0,10720057,0,0,1,0,0,0,0,135650.0,566550.0,2731,0,2,0,4,0,0,0,4,0,0,0,0,0.0,0.0,0.0,0,2.25,0.0,4.25,5.0,0.0,5.0,0.0,1
2732,2732,72,58,566650.0,135650.0,10720058,0,0,1,0,0,0,0,135650.0,566650.0,2732,0,3,0,3,0,0,0,0,2,0,0,2,0.0,0.0,0.0,0,2.5,0.0,5.5,4.0,0.0,1.0,2.0,3
2733,2733,72,59,566750.0,135650.0,10720059,0,1,2,0,0,0,0,135650.0,566750.0,2733,1,2,0,3,0,0,0,0,3,0,0,3,0.0,0.0,0.0,0,2.5,0.0,6.5,5.0,1.0,2.0,4.0,5
2734,2734,72,60,566850.0,135650.0,10720060,0,2,1,0,0,0,0,135650.0,566850.0,2734,2,0,0,3,0,0,0,0,4,0,0,4,0.0,0.0,0.0,0,2.5,0.25,6.5,4.25,2.0,1.0,6.0,5
2735,2735,72,61,566950.0,135650.0,10720061,0,2,1,0,0,0,0,135650.0,566950.0,2735,3,0,0,2,0,0,0,0,4,0,0,4,0.0,0.0,0.0,0,2.5,2.5,7.5,5.5,2.0,1.0,6.0,5
2736,2736,72,62,567050.0,135650.0,10720062,1,2,1,0,0,0,0,135650.0,567050.0,2736,4,0,0,0,0,0,0,0,4,0,0,4,0.0,0.0,0.0,0,2.5,2.5,9.5,3.5,3.0,1.0,7.0,5
2737,2737,72,63,567150.0,135650.0,10720063,0,2,0,0,0,0,0,135650.0,567150.0,2737,4,0,3,0,0,0,0,0,4,0,0,4,0.0,0.0,0.0,0,2.5,2.5,8.5,5.5,2.0,0.0,6.0,4
2738,2738,72,64,567250.0,135650.0,10720064,1,2,1,0,0,0,0,135650.0,567250.0,2738,4,0,4,0,0,0,0,0,4,0,0,4,0.0,0.0,0.0,0,2.5,2.5,9.5,7.5,3.0,1.0,7.0,5
2739,2739,72,65,567350.0,135650.0,10720065,1,2,1,0,0,0,0,135650.0,567350.0,2739,4,0,4,0,0,1,0,0,4,0,1,4,0.0,0.0,0.0,0,2.5,2.5,9.5,7.5,4.0,1.0,7.0,6
2740,2740,72,66,567450.0,135650.0,10720066,1,2,1,0,0,0,0,135650.0,567450.0,2740,4,0,4,0,0,1,0,0,4,1,2,4,0.0,0.0,0.0,0,2.5,2.5,9.5,7.5,4.0,1.0,8.0,7
2741,2741,72,67,567550.0,135650.0,10720067,2,1,1,0,0,0,0,135650.0,567550.0,2741,4,0,4,0,0,1,0,4,4,2,2,3,0.0,0.0,0.0,0,2.5,2.5,9.5,7.5,4.0,5.0,9.0,6
2742,2742,72,68,567650.0,135650.0,10720068,2,1,0,0,0,0,0,135650.0,567650.0,2742,4,0,4,0,0,1,0,4,3,3,3,3,0.0,0.0,0.0,0,2.5,2.5,9.5,6.5,4.0,4.0,9.0,6
2743,2743,72,69,567750.0,135650.0,10720069,1,1,0,0,0,0,0,135650.0,567750.0,2743,4,0,3,0,0,1,0,4,0,1,3,1,1.0,0.0,0.0,0,2.5,2.5,8.5,5.5,4.0,4.0,3.0,4
2744,2744,72,70,567850.0,135650.0,10720070,1,1,0,1,0,0,0,135650.0,567850.0,2744,4,0,4,0,1,1,0,4,0,0,3,1,1.0,0.0,0.0,0,2.5,2.5,8.5,7.5,5.0,5.0,2.0,5
2745,2745,72,71,567950.0,135650.0,10720071,1,0,1,2,0,0,0,135650.0,567950.0,2745,4,0,4,0,1,2,4,4,0,0,3,0,0.0,0.0,0.0,0,2.5,2.5,7.5,9.5,4.0,11.0,1.0,6
2746,2746,72,72,568050.0,135650.0,10720072,1,0,1,3,0,0,0,135650.0,568050.0,2746,4,0,4,0,1,2,4,3,0,0,3,0,0.0,0.0,0.0,0,2.5,2.5,7.5,10.5,4.0,11.0,1.0,7
2747,2747,72,73,568150.0,135650.0,10720073,1,1,2,3,0,0,0,135650.0,568150.0,2747,4,0,4,0,1,2,0,3,0,0,3,0,0.0,0.0,0.0,0,2.5,2.5,8.5,11.5,5.0,8.0,2.0,8
2748,2748,72,74,568250.0,135650.0,10720074,1,1,2,2,0,0,0,135650.0,568250.0,2748,4,0,4,0,1,2,0,3,0,0,3,0,0.0,0.0,0.0,0,2.5,2.5,8.5,10.5,5.0,7.0,2.0,7
2749,2749,72,75,568350.0,135650.0,10720075,1,1,2,1,0,0,0,135650.0,568350.0,2749,4,0,4,0,1,1,0,3,1,1,3,0,0.0,0.0,0.0,0,2.5,2.5,8.5,9.5,4.0,6.0,4.0,6
2750,2750,72,76,568450.0,135650.0,10720076,1,1,2,0,0,0,0,135650.0,568450.0,2750,4,0,4,0,0,1,4,3,0,1,4,0,0.0,0.0,0.0,0,2.5,2.5,8.5,8.5,3.0,9.0,3.0,6
2751,2751,72,77,568550.0,135650.0,10720077,1,0,1,0,0,0,0,135650.0,568550.0,2751,4,0,4,0,0,1,4,3,0,1,4,0,0.0,0.0,0.0,0,2.5,2.5,7.5,7.5,2.0,8.0,2.0,5
2752,2752,72,78,568650.0,135650.0,10720078,1,0,1,0,0,0,0,135650.0,568650.0,2752,4,0,1,0,0,1,4,3,0,0,4,0,0.0,0.0,0.0,0,2.5,2.5,7.5,4.5,2.0,8.0,1.0,5
2753,2753,72,79,568750.0,135650.0,10720079,0,0,0,0,0,0,0,135650.0,568750.0,2753,4,0,0,0,0,1,4,3,0,0,4,0,0.0,0.0,0.0,0,2.5,2.5,6.5,2.5,1.0,7.0,0.0,4
2754,2754,72,80,568850.0,135650.0,10720080,0,0,0,0,0,0,0,135650.0,568850.0,2754,3,0,0,0,0,1,4,3,0,0,4,0,0.0,0.0,0.0,0,2.5,2.5,5.5,2.5,1.0,7.0,0.0,4
2755,2755,72,81,568950.0,135650.0,10720081,1,0,0,0,0,0,0,135650.0,568950.0,2755,1,0,0,0,0,1,4,3,0,0,4,0,0.0,0.0,0.0,0,2.5,2.5,4.5,2.5,2.0,7.0,1.0,4
2756,2756,72,82,569050.0,135650.0,10720082,1,0,1,0,0,0,0,135650.0,569050.0,2756,0,0,0,0,0,1,4,3,1,3,4,0,0.0,0.0,0.0,0,2.5,2.5,3.5,3.5,2.0,8.0,5.0,5
2757,2757,72,83,569150.0,135650.0,10720083,1,0,1,0,0,0,0,135650.0,569150.0,2757,0,0,0,0,0,2,4,3,1,3,4,0,0.0,0.0,0.0,0,2.5,2.5,3.5,3.5,3.0,8.0,5.0,5
2758,2758,72,84,569250.0,135650.0,10720084,1,0,1,0,0,0,0,135650.0,569250.0,2758,0,0,0,0,1,4,4,3,2,2,4,0,0.0,0.0,0.0,0,2.5,2.25,3.5,3.25,6.0,8.0,5.0,5
2759,2759,72,85,569350.0,135650.0,10720085,2,0,2,0,0,0,0,135650.0,569350.0,2759,0,0,0,0,1,4,4,3,2,1,4,0,0.0,0.0,0.0,0,2.5,1.75,4.5,3.75,7.0,9.0,5.0,6
2760,2760,72,86,569450.0,135650.0,10720086,2,0,2,0,0,0,0,135650.0,569450.0,2760,0,0,0,0,1,4,4,3,2,0,4,0,0.0,0.0,0.0,0,2.5,1.0,4.5,3.0,7.0,9.0,4.0,6
2761,2761,72,87,569550.0,135650.0,10720087,2,0,2,0,0,0,0,135650.0,569550.0,2761,0,0,0,0,1,4,4,3,1,0,4,1,0.0,0.0,0.0,0,2.5,2.25,4.5,4.25,7.0,9.0,3.0,7
2762,2762,72,88,569650.0,135650.0,10720088,2,0,3,0,0,0,0,135650.0,569650.0,2762,0,0,0,0,1,4,4,3,1,0,4,1,0.0,0.0,0.0,0,2.5,2.5,4.5,5.5,7.0,10.0,3.0,8
2763,2763,72,89,569750.0,135650.0,10720089,1,0,3,0,0,0,0,135650.0,569750.0,2763,0,0,0,0,2,4,4,3,1,0,4,2,0.0,0.0,0.0,0,2.5,2.5,3.5,5.5,7.0,10.0,2.0,9
2764,2764,72,90,569850.0,135650.0,10720090,1,0,4,0,0,0,0,135650.0,569850.0,2764,0,0,0,0,2,4,4,3,1,0,4,3,0.0,0.0,0.0,0,2.5,2.5,3.5,6.5,7.0,11.0,2.0,11
2765,2765,72,91,569950.0,135650.0,10720091,1,0,4,0,0,0,0,135650.0,569950.0,2765,0,1,1,0,2,4,4,3,0,0,4,3,0.0,0.0,0.0,0,2.5,0.0,4.5,5.0,7.0,11.0,1.0,11
2766,2766,72,92,570050.0,135650.0,10720092,1,0,4,0,0,0,0,135650.0,570050.0,2766,0,1,1,0,2,4,4,3,0,0,4,3,0.0,0.0,0.0,0,2.5,0.0,4.5,5.0,7.0,11.0,1.0,11
2767,2767,72,93,570150.0,135650.0,10720093,1,0,4,0,0,0,0,135650.0,570150.0,2767,1,3,1,0,3,4,4,3,0,0,4,3,0.0,0.0,0.0,0,2.5,0.0,7.5,5.0,8.0,11.0,1.0,11
2768,2768,72,94,570250.0,135650.0,10720094,1,0,4,0,0,0,0,135650.0,570250.0,2768,3,4,1,0,3,4,4,3,0,0,4,3,0.0,0.0,0.0,0,1.5,0.0,9.5,5.0,8.0,11.0,1.0,11
2769,2769,72,95,570350.0,135650.0,10720095,1,0,4,0,0,0,0,135650.0,570350.0,2769,3,3,1,0,3,4,4,3,1,0,4,3,0.0,0.0,0.0,0,0.25,0.0,7.25,5.0,8.0,11.0,2.0,11
2770,2770,72,96,570450.0,135650.0,10720096,2,0,4,0,0,0,0,135650.0,570450.0,2770,3,3,2,0,3,4,4,3,1,0,4,3,0.0,0.0,0.0,0,0.0,0.0,8.0,6.0,9.0,11.0,3.0,11
2771,2771,72,97,570550.0,135650.0,10720097,2,0,4,0,0,0,0,135650.0,570550.0,2771,3,3,2,0,3,3,4,3,1,0,3,3,0.0,0.0,0.0,0,0.0,0.0,8.0,6.0,8.0,11.0,3.0,10
2772,2772,72,98,570650.0,135650.0,10720098,2,0,4,0,0,0,0,135650.0,570650.0,2772,3,3,2,0,3,3,4,3,1,0,3,3,0.0,0.0,0.0,0,0.0,0.0,8.0,6.0,8.0,11.0,3.0,10
