,row,col,x,y,row_col_id,s_mw_uumu,s_ext_uumu,s_mw_lucr,s_ext_lucr,s_cr_cs,s_tec_cs,s_ctet_cs,NORTHING,EASTING
426,44,48,565650.0,138450.0,10440048,1,0,3,0,0,0,0,138450.0,565650.0
427,44,49,565750.0,138450.0,10440049,0,0,3,0,0,0,0,138450.0,565750.0
428,44,50,565850.0,138450.0,10440050,0,0,4,0,0,0,0,138450.0,565850.0
429,44,51,565950.0,138450.0,10440051,1,0,4,0,0,0,0,138450.0,565950.0
430,44,52,566050.0,138450.0,10440052,1,0,4,0,0,0,0,138450.0,566050.0
431,44,53,566150.0,138450.0,10440053,2,0,4,0,0,0,0,138450.0,566150.0
432,44,54,566250.0,138450.0,10440054,1,0,4,0,0,0,0,138450.0,566250.0
433,44,55,566350.0,138450.0,10440055,1,0,3,0,0,0,0,138450.0,566350.0
434,44,56,566450.0,138450.0,10440056,1,0,3,0,0,0,0,138450.0,566450.0
435,44,57,566550.0,138450.0,10440057,1,0,3,0,0,0,0,138450.0,566550.0
436,44,58,566650.0,138450.0,10440058,1,0,2,0,0,0,0,138450.0,566650.0
