FID,Shape,row,col,Easting,Northing,MW_nearest,MW_Distance_m,Smw_fscore,EW_Nearest,EW_Distance_m,Sew_fscore,cr_nearest_di_m,cr_dist_cl_m,cr_comb_dist_m,cr_poly_count,cr_raw_score,cr_Spcs_fscore,tec99_nearest_di_m,tec99_dist_cl_m,tec99_comb_dist_m,tec99_poly_count,tec99_raw_score,tec99_Spcs_fscore,ctet_nearest_di_m,ctet_dist_cl_m,ctet_comb_dist_m,ctet_poly_count,ctet_raw_score,ctet_Spcs_fscore,ctet_uu_mu_mik_cv_score,ctet_uu_mu_mik_cov_score,ctet_uu_mu_mik_cv,ctet_uu_mu_mik_cov,ctet_lu_cr_mik_cv_score,ctet_lu_cr_mik_cov_score,ctet_lu_cr_mik_cv,ctet_lu_cr_mik_cov,hexcr_uu_mu_mik_cv_score,hexcr_uu_mu_mik_cov_score,hexcr_uu_mu_mik_cv,hexcr_uu_mu_mik_cov,hexcr_lu_cr_mik_cv_score,hexcr_lu_cr_mik_cov_score,hexcr_lu_cr_mik_cv,hexcr_lu_cr_mik_cov,tc99_uu_mu_mik_cv_score,tc99_uu_mu_mik_cov_score,tc99_uu_mu_mik_cv,tc99_uu_mu_mik_cov,tc99_lu_cr_mik_cv_score,tc99_lu_cr_mik_cov_score,tc99_lu_cr_mik_cv,tc99_lu_cr_mik_cov,hexcr_uumu_max_conc_2015_2022,hexcr_lucr_max_conc_2015_2022,hexcr_uumu_max_conc_2022_2027,hexcr_lucr_max_conc_2022_2027,hexcr_uumu_max_conc_2027_2032,hexcr_lucr_max_conc_2027_2032,hexcr_uumu_max_conc_2032_2037,hexcr_lucr_max_conc_2032_2037,hexcr_uumu_clean_level_exceedance_score,hexcr_lucr_clean_level_exceedance_score,tc99_uumu_max_conc_2015_2022,tc99_lucr_max_conc_2015_2022,tc99_uumu_max_conc_2022_2027,tc99_lucr_max_conc_2022_2027,tc99_uumu_max_conc_2027_2032,tc99_lucr_max_conc_2027_2032,tc99_uumu_max_conc_2032_2037,tc99_lucr_max_conc_2032_2037,tc99_uumu_clean_level_exceedance_score,tc99_lucr_clean_level_exceedance_score,ctet_uumu_max_conc_2015_2022,ctet_lucr_max_conc_2015_2022,ctet_uumu_max_conc_2022_2027,ctet_lucr_max_conc_2022_2027,ctet_uumu_max_conc_2027_2032,ctet_lucr_max_conc_2027_2032,ctet_uumu_max_conc_2032_2037,ctet_lucr_max_conc_2032_2037,ctet_uumu_clean_level_exceedance_score,ctet_lucr_clean_level_exceedance_score
2725,Point,72,51,565950,135650,299-W15-232,160.813538,0,299-W15-225,843.184895,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,2,4,3322.801262,3.457231959,0,4,10890.95486,3.348066052,0,0,210.113993,0.54518309,4,3,1108.239775,0.771184911,2,0,497159.474,2.248831431,0,0,2145.067038,0.695852657,14.312773959285584,0.0073694591814878,17.490372500024108,0.0603671288553227,15.951437826945089,0.2348027665253511,9.611241168786655,0.5476954194086099,0.0,0.0,73.12724162700157,0.1398468383710604,67.47043074085451,0.6369288579682549,48.19974399221179,1.5368134123216175,19.81561273859296,2.6985011449115928,0.0,0.0,5.512714724189865,0.31980239747631617,2.1292469812619617,0.5658746428994963,0.778907110315224,0.7843010772860909,0.3388148518511109,0.9676977733661031,1.0,0.0
2726,Point,72,52,566050,135650,299-W15-232,88.61035,0,299-W15-225,761.24291,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,4,2027.644745,3.750819308,0,4,8832.176343,3.718093598,0,0,16.00586523,0.164561688,4,3,1108.239775,0.771184911,0,0,166511.4028,2.124913717,0,0,1931.021818,0.677389374,20.01954260066264,0.0496537947682671,20.15674467916332,0.3013851437205633,14.614536600678733,0.7162611870838502,8.189021915875966,1.2025111767290266,0.0,0.0,103.825033516389,0.7480233605963988,70.2402503112712,2.276815173254381,38.89324406553857,3.881521867181353,10.789405047826966,5.159643816737241,0.0,0.0,9.656023675756236,0.4520153651946847,0.4014245212428169,0.7494264375537639,0.3198838943764279,0.9790805377821183,0.09310108535790498,1.1372401718286413,1.0,0.0
2727,Point,72,53,566150,135650,299-W15-232,99.209849,0,299-W15-225,684.120433,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,4,549.8109496,3.266523972,0,4,5988.407538,4.431732757,0,0,0.0,0.0,4,3,1108.239775,0.771184911,0,0,1892.559492,0.341646263,0,0,1800.690228,0.665955722,16.28838229901506,0.0202320262084611,18.67146524622645,0.1503153279726176,16.242848906309263,0.4510518414361825,8.554108256740765,0.8966102642566184,0.0,0.0,95.95723315337284,0.3393348352540427,72.46583117846752,1.2691158493523993,47.192113179618495,2.663411822044415,11.548712107515772,4.1699624169713685,0.0,0.0,25.435368042186795,0.31912992858541744,0.541295289516882,0.582807713880167,0.35353177023430354,0.8424609180861763,0.1194594617032241,1.068342668026233,1.0,0.0
2728,Point,72,54,566250,135650,299-W15-94,58.38469,0,299-W15-225,613.637326,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51.31853708,1.675340267,0,4,2377.183683,5.858496523,0,0,0.0,0.0,0,3,1101.986523,0.771659694,0,0,55274.60326,1.722588609,0,0,1776.660334,0.666753713,13.141609046050185,0.0068080345745235,17.316264672325463,0.0632243749776685,16.15551611823746,0.2396672274913881,8.919468353285373,0.5633454256300565,0.0,0.0,84.80205186157983,0.1247594169234672,71.34391083388628,0.5915848270928791,53.6693493450296,1.517548394066064,12.938581973077438,2.799309740190675,0.0,0.0,37.355876613982055,0.18517392653890966,1.2840596433724645,0.37805772389763104,0.4388531220496498,0.615483596980879,0.14690827413441754,0.8692399713143857,1.0,0.0
2729,Point,72,55,566350,135650,299-W15-94,43.506,0,299-W15-225,552.341169,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6.249719099,0.597609481,0,4,94.17308251,2.805667076,0,0,0.0,0.0,0,4,1069.644102,0.773772229,0,0,45899.35837,1.582105052,0,0,1910.478525,0.689054585,9.794483259859923,0.0018503555701895,16.475756799664975,0.0225308692976731,16.375576775145458,0.1149427714100824,9.232720779801756,0.3234092649547784,0.0,0.0,76.09381839923611,0.0356951791153811,72.82195251966672,0.2322048071370927,57.04198863821419,0.768628954318892,15.488393988834606,1.6899958086875158,0.0,0.0,87.91548216281768,0.08920851174820664,4.68093251336561,0.2216647024787094,0.9166634019127547,0.43590112204811976,0.2330554780617031,0.7154706049384658,1.75,0.0
2730,Point,72,56,566450,135650,299-W15-94,142.747231,0,299-W15-225,503.597823,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22.56386494,0.94331001,0,4,646.7065253,3.536123668,0,0,0.0,0.0,0,4,1010.273441,0.77616869,0,0,144748.2435,2.543214874,0,0,2206.210213,0.730260789,6.545683676202804,0.0003888874076096,15.482254096893046,0.006800327571374,15.687310644093875,0.0513586937122758,9.995173918978882,0.1758103214630769,0.0,0.0,69.61264707341832,0.0076587846846509,69.68354188388064,0.0749998353863637,59.00242705763517,0.3526451819273808,20.99324720659886,0.9462350719427388,0.0,0.0,209.7082771280696,0.02669943917346145,13.090407661186902,0.104259591514843,2.429245213486815,0.2916721243070949,0.48749719553253135,0.615467270835272,1.75,0.0
2731,Point,72,57,566550,135650,299-W15-46,211.914279,1,299-W17-2,430.948087,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,289.285393,2.501499479,0,4,1630.463764,3.148416428,0,0,0.0,0.0,0,4,923.534872,0.776204425,0,0,242620.0827,2.754867618,0,0,2592.397385,0.774590689,6.2592253294004,8.12052185144067e-05,13.184407160014404,0.0022755307827075,14.466318991461597,0.0261101222853333,10.51483160892326,0.1031644632060463,0.0,0.0,55.93840764159496,0.0016079507054012,63.71651770871326,0.0246509410038599,60.07235501756354,0.174371026957323,27.2122817838035,0.5496026925324112,0.0,0.0,467.86354844477404,0.012849196889303903,30.870840791491297,0.06686160686647673,6.6531791490675065,0.2605150126833498,1.273103075110695,0.676070120918495,2.25,0.0
2732,Point,72,58,566650,135650,299-W15-46,120.25665,0,299-W17-2,339.688466,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,883.1225726,2.960682194,0,3,2701.69789,2.734770989,0,0,0.0,0.0,0,0,809.0851643,0.769616402,2,0,487452.7992,2.621784768,0,2,3047.713262,0.816494725,4.916569061272524,2.5001373902050533e-05,11.618603870061914,0.0011876323151135,13.624412968957724,0.0181565822259613,11.028364108466109,0.0767714146364323,0.0,0.0,41.38584430593496,0.0004953419023596,60.36398902871901,0.0124421412369467,58.8925483748782,0.1202348342034111,32.99703728736063,0.4011386583486902,0.0,0.0,871.1295719427754,0.013404843461378742,97.40008738708076,0.06324727187988224,19.07442083010728,0.25711565243268614,4.0657666432665245,0.7106029558128207,2.5,0.0
2733,Point,72,59,566750,135650,299-W15-46,63.36925,0,299-W17-2,255.069116,1,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,2,1977.292561,2.50029085,0,3,3786.321872,2.370051956,0,0,10.07131838,0.130756739,0,0,667.8885957,0.749594446,3,0,806469.8132,2.365838483,0,3,3549.035068,0.85362573,3.180267611502885,6.428893119821059e-06,10.251176884929706,0.0006493450537369,12.982424815502243,0.0141153814625726,10.862799052726146,0.0669508827668692,0.0,0.0,32.36950944489575,0.0001275444046448,56.63991693049066,0.0071648043504012,56.518052439564826,0.1008670712440619,38.317844718150965,0.3622041935119187,0.0,0.0,1525.2094986181557,0.04939642453347994,353.6558723386421,0.17344784468354646,89.0565355940428,0.5836635270861643,17.18221413489695,1.2262144307876213,2.5,0.0
2734,Point,72,60,566850,135650,299-W15-46,116.488891,0,299-W17-2,186.365913,2,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,3450.700727,1.929208578,0,3,6461.418218,2.190021946,0,0,22.89352349,0.194336639,0,0,504.2536502,0.705322449,4,0,1275030.981,2.035866118,0,4,4087.044133,0.885440517,2.473523253066405,1.0028170807077556e-06,9.16831316140458,0.0003397959856925,12.468066533033053,0.0107358027620082,11.100072216747362,0.0603849482838525,0.0,0.0,25.45772577873232,2.039123966888335e-05,54.17487542213119,0.0042954957001229,54.30116485951004,0.0884368491024422,39.78764024906525,0.358710849940732,0.0,0.0,2022.9241673741994,0.23449010263169773,950.0690883386359,0.6943463458668235,382.1526479593936,2.2081310696781973,94.90576395569951,3.8750872883470087,2.5,0.25
2735,Point,72,61,566950,135650,299-W17-2,156.218609,0,299-W17-2,156.218609,2,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,3,0,5184.812897,1.577872398,0,2,10062.99203,2.009207726,0,0,45.54156862,0.268829616,0,0,329.9633093,0.62113045,4,0,1643610.646,1.807572815,0,4,4672.718452,0.911036073,2.2471724507833764,2.891614925621794e-07,8.145421510521121,0.0001843867142882,12.150193519759792,0.008253547774899,11.291803886291506,0.0548944313514083,0.0,0.0,48.07254108785908,1.2536545480564696e-05,51.580972181255525,0.0029682696932099,52.374657844608414,0.085374388020204,39.3905775140632,0.3833220789366369,0.0,0.0,2325.1721490169084,7.319685498876637,1130.4824925755345,8.721188205859852,494.93126841601435,16.77520211465018,124.70098527645658,21.413805934117118,2.5,2.5
2736,Point,72,62,567050,135650,299-W17-2,184.597545,0,299-W17-2,184.597545,2,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,0,7448.807566,1.36521904,0,0,14500.65869,1.809260452,0,0,91.9111454,0.372024046,0,0,193.5445816,0.511279219,4,0,1888538.44,1.773131867,0,4,5313.110577,0.928916573,1.958385121601789,3.774127127862653e-07,7.164081409226072,0.0001626032330826,11.714765836459891,0.0065552933401295,11.357281217707856,0.0418075795638708,0.0,0.0,54.04668701938666,1.8119037500871742e-05,48.53675212018633,0.0029007572745153,50.74473993683914,0.0737833959282789,39.9063286204436,0.3251926179715416,0.0,0.0,2066.777184698409,22.96709282159755,1107.695158223016,20.644041925528747,489.8140247112543,32.18693962835506,125.18198294970946,39.182312245295854,2.5,2.5
2737,Point,72,63,567150,135650,299-W14-24,190.328722,0,299-W17-2,252.484165,1,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,0,9937.763936,1.269372491,3,0,20165.16506,1.564578068,0,0,194.6873613,0.516785995,0,0,157.2364115,0.471741402,4,0,2043101.295,1.863029451,0,4,6023.371837,0.935894843,1.589520174397692,3.617717679863765e-08,5.924327628459688,5.1957308554936014e-05,11.310953250131671,0.0025135315804043,11.240689672513405,0.0193732534456715,0.0,0.0,35.27446651956729,1.5416298217614937e-06,44.400109811684416,0.0011707627453273,48.813052793007394,0.0343367631716615,41.28659094991266,0.1813022546368898,0.0,0.0,1363.9700368259537,42.61197168683307,953.1575472346796,32.589160801685914,448.8098211048573,35.513771964063345,124.56266630946338,41.64055357255618,2.5,2.5
2738,Point,72,64,567250,135650,299-W14-24,209.654532,1,299-W11-49,296.484955,1,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,0,12289.65646,1.231055196,4,0,25784.06012,1.283127966,0,0,317.9060431,0.621067015,0,0,234.279744,0.551997644,4,0,2132878.039,2.065351788,0,4,6796.062915,0.928759196,0.962556098616836,2.365174605896153e-07,3.424838455721292,2.546656131276976e-05,8.933353075702888,0.0011328999950973,9.862276558674427,0.0096667657197988,0.0,0.0,25.1912769355154,5.012851240168014e-07,37.33120157297002,0.000764770763745,43.61415957933534,0.0192852621231518,41.38996924062606,0.1059924210601789,0.0,0.0,1042.2490139033166,51.33456390697569,921.0134735825259,43.70808468988859,480.05450164389106,39.32933402063839,145.2332930434416,41.34958239697723,2.5,2.5
2739,Point,72,65,567350,135650,299-W14-25,266.534499,1,299-W11-49,274.960594,1,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,0,14348.86478,1.219681921,4,0,28790.21782,1.014143255,0,1,425.4693416,0.681701571,0,0,441.9297365,0.688053556,4,0,2073196.437,2.428403011,1,4,7572.903198,0.909469868,0.7848329180371965,8.37539554725424e-07,2.857574145826637,3.708847038135093e-05,7.823478466981294,0.0007446207800127,9.353917668432056,0.0060048913615621,0.0,0.0,22.615249673934272,1.0637752060937859e-07,36.27812274313568,0.000594641794741,41.05992212061195,0.0132268196722995,40.022282382687614,0.0696549205838075,0.0,0.0,886.7184718768896,64.98343152114053,881.5874957979634,55.16543910443664,497.8873396405996,47.46408792090915,168.5293328232918,39.49647856108912,2.5,2.5
2740,Point,72,66,567450,135650,299-W11-49,288.62316,1,299-W11-49,288.62316,1,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,0,17121.67009,1.216027741,4,0,29022.40443,0.803426038,0,1,502.8515584,0.714185743,0,0,659.9304483,0.759306198,4,1,1776201.593,3.100227374,2,4,8294.848769,0.883683456,12.607478152798336,9.417557442903988e-07,2.964731897609605,0.0001014404592556,6.900549535092428,0.0009231315972995,8.977031494164939,0.0052381409166561,0.0,0.0,14.49218460625174,1.4100541088404193e-08,33.98286554556941,0.0004501307124732,39.62686922823151,0.0094536015260085,38.729148206217886,0.0499351656048936,0.0,0.0,990.5983509472508,82.04443876863604,754.9443801697333,72.24258460960893,511.3484662777567,61.08150251717558,196.80886338994543,43.820690249641736,2.5,2.5
2741,Point,72,67,567550,135650,299-W14-71,201.001893,1,299-W14-21,294.998153,1,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,0,20092.2482,1.225075657,4,0,27169.50618,0.645628717,0,1,550.5704278,0.731018527,0,4,842.3057707,0.786132647,4,2,1530498.686,3.293621909,2,3,8937.777611,0.855811192,25.985869145078023,3.915621021380952e-07,9.590702242650256,0.0002827280474126,6.149901224037346,0.0018407775619692,8.710556959414262,0.0065328547940187,0.0,0.0,7.483220396063182,9.81155770490468e-09,28.54705957620761,0.0002668759247438,38.75308834118387,0.0062677211766494,38.56523620971728,0.0365811642346056,0.0,0.0,1206.6145363931757,81.39638973149137,817.688855937426,77.59457423963518,565.4601525959449,69.8343209613926,242.2382923717998,50.54652836705149,2.5,2.5
2742,Point,72,68,567650,135650,299-W14-71,117.114307,0,299-W14-21,250.439435,1,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,0,22876.17223,1.225428142,4,0,23086.09787,0.5164282,0,1,579.6735861,0.740740414,0,4,974.5997251,0.791034809,3,3,1038105.086,3.637379901,3,3,9499.902398,0.82809714,40.79170533935232,-1.8270596931177843e-09,20.667040566410407,0.0005197964452749,9.229019364637145,0.0035969260285287,8.201497960874315,0.0103222851997126,0.0,0.0,3.197861596131645,4.898202491281705e-09,20.19407249394575,8.932979546317765e-05,36.61300328380478,0.0035965842147386,38.87214947153522,0.0274988093495094,0.0,0.0,1370.8849240473864,93.20038960547775,1040.2528669483702,85.13368803240884,711.3757152868043,75.45646034706124,337.8683144106582,54.94309824675406,2.5,2.5
2743,Point,72,69,567750,135650,299-W14-71,83.84367,0,299-W14-21,241.693836,1,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,0,25494.41005,1.22564973,3,0,19728.41015,0.442629216,0,1,627.5838353,0.755590906,0,4,1058.266577,0.787183526,0,1,287074.3106,3.211717595,3,1,9990.057028,0.802654569,56.02366415572615,-4.808126006500756e-09,36.043085172135605,0.0002365141892875,18.531524217311745,0.0047545135486104,9.26534078943077,0.0174931430691891,1.0,0.0,0.9633199706629808,1.0297265222939291e-09,11.454006462362363,8.187183638193966e-06,43.08743074886338,0.0016229308694539,129.8354375432968,0.0312643629829223,0.0,0.0,1328.1803990662875,105.66949142727312,1189.3507294960807,92.33450199936401,867.8492073981245,78.02386474534096,451.85281686661443,54.776849262557334,2.5,2.5
2744,Point,72,70,567850,135650,299-W14-71,142.631557,0,299-W13-5,265.707178,1,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,0,27833.58451,1.222559077,4,0,21098.57737,0.465933109,1,1,712.8153161,0.777505625,0,4,1101.816899,0.781166767,0,0,8329.582933,0.693404222,3,1,10423.83436,0.780407362,54.97274107291816,-9.972726455986768e-09,40.581763613106574,3.772302043360863e-05,22.54973728482428,0.0020073236551625,13.389191501046817,0.0184870673192958,1.0,0.0,0.1669965081747644,1.597540906238029e-10,7.495817186482125,6.651113290029104e-07,87.28005024267415,0.0019068631177621,348.93899786306963,0.139237346284179,0.0,0.0,976.899442777032,110.5220548080538,875.3748915673978,94.57291949385628,725.2547878329568,75.97593229758805,414.15034944514855,49.13016454070216,2.5,2.5
2745,Point,72,71,567950,135650,299-W14-33,159.204496,0,299-W13-5,168.885477,2,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,0,29779.09712,1.189292028,4,0,24008.16859,0.525686903,1,2,833.9672313,0.800815168,4,4,1115.26872,0.776012295,0,0,51355.83754,1.470946848,3,0,10816.05867,0.761447218,39.9702555489905,0.0003387753277336,24.581443611239763,0.000465035009218,11.769187012100607,0.00266321104759,14.445873396754262,0.0263825376814597,0.0,0.0,0.0837620202490647,1.1201206775126687e-10,5.6438660317360165,1.7599700075849377e-06,85.1786944611822,0.0039790411598427,383.5033680679459,0.2617170318110105,0.0,0.0,698.0801718918068,137.7597330946703,501.04125578860004,110.55776843525042,374.14755612235723,78.22679318888969,183.71775086185204,40.771442530809914,2.5,2.5
2746,Point,72,72,568050,135650,299-W14-33,71.27462,0,299-W13-5,80.276424,3,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,0,31096.0532,1.1442861,4,0,26738.75567,0.598113427,1,2,860.9337057,0.806726744,4,3,1110.770461,0.772809667,0,0,134417.4823,1.979352764,3,0,11178.90518,0.745610688,2.0481696668911384,0.006438688547664,2.7242165854862126,0.0216401128450874,7.634562128506416,0.1521663681297582,13.960681000221632,0.3522601142208001,0.0,0.0,0.4318880559620446,9.881365338156853e-08,19.91790675764734,0.0005681424743769,132.16366623557593,0.1785897925520538,345.8240501789927,2.9733651557491747,0.0,0.0,522.890170288331,237.09290122807772,321.73591348092054,170.09428060977464,187.6478670485568,100.17435644042108,75.10969719021229,43.10126770774007,2.5,2.5
2747,Point,72,73,568150,135650,299-W13-5,66.078016,0,299-W13-5,66.078016,3,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,0,31153.36243,1.118495546,4,0,28633.58607,0.678110819,1,2,839.6060138,0.806190096,0,3,1103.780977,0.771700253,0,0,167473.4562,2.115575817,3,0,11521.54574,0.732604745,0.1704965857004561,0.0002872150987073,1.0105868220763394,0.0028540130559199,5.11826495003985,0.0649121188093642,10.038776852015816,0.3961130873371892,0.0,0.0,1.5420307470161692,3.100254782448552e-06,58.37897661316767,0.018969854385947,154.94514363476003,1.7612376450114735,170.34172562233076,10.189387876116218,0.0,0.0,396.4993697856824,240.8684547823889,222.93665323697996,171.98102259594214,121.13353558489833,100.49313110962456,54.56341747054164,56.901931713687006,2.5,2.5
2748,Point,72,74,568250,135650,299-W13-5,149.29268,0,299-W13-5,149.29268,2,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,0,29989.57361,1.13100089,4,0,29359.53317,0.765274835,1,2,787.7855994,0.800725868,0,3,1104.919877,0.771562783,0,0,151959.0875,2.182535844,3,0,11849.64022,0.722017092,0.9823601069594208,4.997622226862306e-05,1.4194002829307413,0.0068687543389653,3.4813630790048826,0.0856780100663306,7.527830401978083,0.3162155363481179,0.0,0.0,6.920198995421671,7.296295568528077e-05,82.21740135643863,0.0632510795854476,279.9942221494021,2.9304278970444204,282.6721164300393,13.588709066016722,0.0,0.0,392.47577921964245,188.68187203466496,197.79986354871815,147.44797169686626,130.55959587078283,103.81341758828998,61.813127215126485,72.86011600749288,2.5,2.5
2749,Point,72,75,568350,135650,299-W11-97,228.225838,1,299-W13-5,245.37788,1,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,0,27680.48016,1.184604688,4,0,28691.14913,0.855880827,1,1,713.524217,0.78927442,0,3,1107.310168,0.771291429,1,1,338282.1349,3.170492757,3,0,12166.09582,0.713430762,1.3984466501456103,0.0001816678913027,1.923713236648948,0.0107595571085787,1.7021981293301025,0.0820542840741898,4.482507964216014,0.1830101755891764,0.0,0.0,7.0141733129427575,0.0001051428829946,80.26533567147872,0.0516866009834396,169.8564033606415,2.511463642262449,197.23046742114343,14.406497797749855,0.0,0.0,401.7613379143272,149.28488908204952,263.0567622267163,122.75753130593151,184.20718916835767,100.7062943337072,86.028312787787,85.18005245427703,2.5,2.5
2750,Point,72,76,568450,135650,299-W11-97,261.864532,1,299-W13-5,343.703803,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,0,24388.97908,1.282610246,4,0,26506.08442,0.949885882,0,1,629.2055952,0.771522467,4,3,1108.239775,0.771184911,0,1,318864.1721,3.047383875,4,0,12468.42359,0.706214172,0.8624225601847251,0.0006221592524397,1.4262949526451012,0.0149610679608583,1.019014518279735,0.0710761539344649,2.478660893525034,0.1244686853487286,0.0,0.0,5.20767504338342,0.0001341827279594,88.52378100038588,0.0706993539641332,179.5708961813349,3.176141718736437,180.04623011504424,16.19134019128515,0.0,0.0,343.7805066662416,149.92153721316632,302.404749313171,126.9451504164147,211.4920268194668,110.86928793046911,98.06597989556542,97.63256233686255,2.5,2.5
2751,Point,72,77,568550,135650,299-W11-97,324.128112,1,299-W13-5,442.780199,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,0,20035.70934,1.409630628,4,0,22825.44937,1.043439643,0,1,538.9435807,0.746199453,4,3,1108.239775,0.771184911,0,1,275179.9702,2.884269159,4,0,12753.70427,0.699976113,0.5822748737870067,0.0018055740290641,0.7939626994178877,0.0165760780788251,0.5286452935308872,0.0440728179325297,2.0602749912899028,0.127787755004527,0.0,0.0,10.74915939466711,0.0007418315050314,116.77942201504816,0.1767269016115575,202.92787088445985,4.4046085537415465,201.04653380392975,16.160456898354255,0.0,0.0,309.91538687543147,143.89236425433103,267.10357151466474,129.86339968460894,182.50623173043735,119.25673940752974,85.32838353316873,104.02797114076176,2.5,2.5
2752,Point,72,78,568650,135650,299-W13-2P,248.919627,1,299-W13-5,542.195817,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,0,14661.13307,1.519694216,1,0,17833.8883,1.122439976,0,1,448.7642456,0.712959292,4,3,1108.239775,0.771184911,0,0,193694.5764,2.64570148,4,0,13025.19652,0.694971368,0.1441582335067896,-5.550555344601774e-15,0.1965028484825556,0.000449895957372,0.4468279419222616,0.024652311760051,1.985785630149938,0.2961324029452649,0.0,0.0,18.29191137461384,0.0014184274155592,133.5591821656211,0.1817494794666601,203.2582753564418,3.4708684367295715,199.4142904738701,11.536687739165174,0.0,0.0,230.64854938191093,143.70246065569177,218.42642213810538,133.4172090190266,152.86867210056462,122.56652957468195,72.82330904849704,102.15635857424061,2.5,2.5
2753,Point,72,79,568750,135650,299-W13-2P,188.263062,0,299-W14-22,631.861172,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,0,9039.959151,1.589577497,0,0,12076.1912,1.158653874,0,1,389.4578362,0.690874397,4,3,1108.239775,0.771184911,0,0,167790.9164,2.675657229,4,0,13286.90982,0.69164819,0.0009466237294599,4.963724848483133e-06,0.0269735727096317,0.0028643141400107,0.8903237534673637,0.1088623416595635,3.666066368230453,0.8818452749532502,0.0,0.0,16.62185012103863,0.0006793758633025,88.40581507862247,0.0769281303233616,134.17479268926834,1.733998157368525,132.4576158005503,7.613290116739257,0.0,0.0,176.64454365785866,141.4893437031107,153.3020780440091,132.49773485743646,112.159962399056,114.57450211460342,58.1270566581013,86.03405029083538,2.5,2.5
2754,Point,72,80,568850,135650,299-W13-3,169.681443,0,299-W14-22,703.072215,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,3,0,4547.282723,1.466434239,0,0,6667.465255,1.110598468,0,1,371.1842968,0.69020434,4,3,1108.239775,0.771184911,0,0,135960.898,2.635934345,4,0,13538.73982,0.690457561,0.000206174621544,8.954056447865075e-05,0.1334969045906611,0.0222298790232089,2.3208789549369864,0.4467147675534719,6.04890501245744,2.310899809323125,0.0,0.0,14.46430047710087,0.0017914479874865,44.05686433955631,0.2737329476854556,65.04248022784334,3.355549761050751,64.66101330904725,12.06535264059019,0.0,0.0,105.22103969740732,144.01059387505703,99.70808375000499,116.83512081455099,73.212990426418,89.09396814346779,47.096446543932544,59.910631084247925,2.5,2.5
