FID,Shape,row,col,Easting,Northing,MW_nearest,MW_Distance_m,Smw_fscore,EW_Nearest,EW_Distance_m,Sew_fscore,cr_nearest_di_m,cr_dist_cl_m,cr_comb_dist_m,cr_poly_count,cr_raw_score,cr_Spcs_fscore,tec99_nearest_di_m,tec99_dist_cl_m,tec99_comb_dist_m,tec99_poly_count,tec99_raw_score,tec99_Spcs_fscore,ctet_nearest_di_m,ctet_dist_cl_m,ctet_comb_dist_m,ctet_poly_count,ctet_raw_score,ctet_Spcs_fscore,ctet_uu_mu_mik_cv_score,ctet_uu_mu_mik_cov_score,ctet_uu_mu_mik_cv,ctet_uu_mu_mik_cov,ctet_lu_cr_mik_cv_score,ctet_lu_cr_mik_cov_score,ctet_lu_cr_mik_cv,ctet_lu_cr_mik_cov,hexcr_uu_mu_mik_cv_score,hexcr_uu_mu_mik_cov_score,hexcr_uu_mu_mik_cv,hexcr_uu_mu_mik_cov,hexcr_lu_cr_mik_cv_score,hexcr_lu_cr_mik_cov_score,hexcr_lu_cr_mik_cv,hexcr_lu_cr_mik_cov,tc99_uu_mu_mik_cv_score,tc99_uu_mu_mik_cov_score,tc99_uu_mu_mik_cv,tc99_uu_mu_mik_cov,tc99_lu_cr_mik_cv_score,tc99_lu_cr_mik_cov_score,tc99_lu_cr_mik_cv,tc99_lu_cr_mik_cov,hexcr_uumu_max_conc_2015_2022,hexcr_lucr_max_conc_2015_2022,hexcr_uumu_max_conc_2022_2027,hexcr_lucr_max_conc_2022_2027,hexcr_uumu_max_conc_2027_2032,hexcr_lucr_max_conc_2027_2032,hexcr_uumu_max_conc_2032_2037,hexcr_lucr_max_conc_2032_2037,hexcr_uumu_clean_level_exceedance_score,hexcr_lucr_clean_level_exceedance_score,tc99_uumu_max_conc_2015_2022,tc99_lucr_max_conc_2015_2022,tc99_uumu_max_conc_2022_2027,tc99_lucr_max_conc_2022_2027,tc99_uumu_max_conc_2027_2032,tc99_lucr_max_conc_2027_2032,tc99_uumu_max_conc_2032_2037,tc99_lucr_max_conc_2032_2037,tc99_uumu_clean_level_exceedance_score,tc99_lucr_clean_level_exceedance_score,ctet_uumu_max_conc_2015_2022,ctet_lucr_max_conc_2015_2022,ctet_uumu_max_conc_2022_2027,ctet_lucr_max_conc_2022_2027,ctet_uumu_max_conc_2027_2032,ctet_lucr_max_conc_2027_2032,ctet_uumu_max_conc_2032_2037,ctet_lucr_max_conc_2032_2037,ctet_uumu_clean_level_exceedance_score,ctet_lucr_clean_level_exceedance_score
20,Point,39,52,566050,138950,699-49-79,733.939186,3,299-W11-50,2377.052545,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,2105.536498,2.239941844,3,2,20258.83674,2.063694319,3,3,1194.903182,0.849410458,4,3,1108.239775,0.771184911,1,2,359053.0107,3.368534489,1,0,7535.94876,0.76924861,4.158943879788653e-08,7.41039234952749e-12,0.0001282817612012,2.1445357213035294e-08,0.2141275397991461,0.0002257818542048,1.5596013713224317,0.0114986249253736,0.0,0.0,4.526910032204777e-07,9.753665466397087e-11,0.0008310945113743,2.3227030054249398e-07,0.77006687801185,0.0010873798272477,4.1781773144100045,0.0405516663909142,0.0,0.0,0.24451772420298057,0.0017728086840153108,0.5755059254197537,0.00961854100679903,1.6850223201044436,0.05890132252222624,2.472465182940531,0.17932455932670308,0.0,0.0
21,Point,39,53,566150,138950,699-49-79,777.458763,3,299-W11-50,2340.32579,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,2051.358133,2.210617957,3,2,20218.46852,2.067620475,3,3,1192.342494,0.850988079,4,3,1108.239775,0.771184911,1,2,359127.8245,3.374058283,1,0,7607.803918,0.763746878,4.534067519547056e-08,3.168205312987878e-11,0.0001751185846469,1.3982459399036093e-07,0.2892125710875007,0.0012102171594313,1.922629328751064,0.0556405291098008,0.0,0.0,4.473795403831634e-07,4.022560969288967e-10,0.0011529291818475,1.553457565221349e-06,1.0060366168756114,0.0058465594485851,4.958759392799428,0.1884099252021195,0.0,0.0,0.1443858353533262,0.004883845896380834,0.4432825125014622,0.028637413717503928,1.6346598756261161,0.17803952208317478,2.4707577766358884,0.5050925589161407,0.0,0.0
22,Point,39,54,566250,138950,699-51-75,729.387123,3,299-W11-50,2307.351469,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1989.196159,2.183288395,3,2,20197.35258,2.06968031,3,3,1189.683224,0.850525537,4,3,1108.239775,0.771184911,1,2,360994.3843,3.424672488,1,0,7679.874368,0.757632753,2.385311511585777e-08,2.5184882942325583e-11,0.0001285167777938,1.9451118883617929e-07,0.2802298149369946,0.0019002004509071,2.05159701719209,0.0953490701741174,0.0,0.0,2.1992149984200947e-07,3.0618117856607006e-10,0.0008895376134411,2.273979007303654e-06,0.9895163737697126,0.0098433948263294,5.273811554605364,0.3257517243125655,0.0,0.0,0.06577939807563346,0.010110444955721736,0.29837079843730774,0.04935907224685789,1.466565986749566,0.28352437611945314,2.3224829855623623,0.7528447710293221,0.0,0.0
23,Point,39,55,566350,138950,699-51-75,629.595406,3,699-40-70A,2253.033831,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1919.106348,2.159815831,3,2,20198.30142,2.069600635,2,3,1187.585489,0.848097007,4,3,1108.239775,0.771184911,1,3,360237.8557,3.514614971,1,0,7752.141531,0.750832261,7.156752358253725e-09,8.77594236038531e-12,5.770258317572837e-05,1.2490086107232728e-07,0.1961916046887341,0.0015588599088618,1.88531233886865,0.0965851751736024,0.0,0.0,6.129748756781607e-08,1.0198971706464447e-10,0.0004309440620809,1.5381096619954138e-06,0.7240944218983993,0.0089142381975921,4.975904904855778,0.3440366492109639,0.0,0.0,0.02180453921380086,0.0068532855946358134,0.16817934391969225,0.0446630792034858,1.1727008872904314,0.30236286237038185,2.149677207252153,0.8236234754535797,0.0,0.0
24,Point,39,56,566450,138950,699-51-75,529.882228,2,699-40-70A,2181.465297,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1841.166675,2.141640558,3,2,20221.10804,2.067363354,2,3,1186.563692,0.843787278,4,3,1108.239775,0.771184911,1,3,352803.2208,3.642812261,1,0,7824.089817,0.743279986,1.3895778855576147e-09,2.2933639175355574e-12,1.6457282327509677e-05,5.990750449274901e-08,0.0932932429687171,0.0010115136872667,1.443719088973569,0.0798096560813069,0.0,0.0,1.1026017203210244e-08,2.543947145597901e-11,0.0001341209382931,7.67258358527954e-07,0.3724722354556407,0.0064084723012589,4.005605928758209,0.3005215082711738,0.0,0.0,0.004985622464857905,0.0032564999134773016,0.07074303945228098,0.03065810873663319,0.786063139666223,0.2709960240650613,1.8395316185438813,0.7963241846644457,0.0,0.0
25,Point,39,57,566550,138950,699-51-75,430.302191,2,699-40-70A,2112.207433,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1756.222577,2.128807182,3,2,20262.55123,2.063204522,2,2,1186.945781,0.837685622,4,3,1108.239775,0.771184911,1,3,335432.6711,3.811830034,1,0,7894.240113,0.734888488,1.7785566772962338e-10,4.769544782652491e-13,3.222457280386967e-06,2.2358238245533296e-08,0.0329673298822407,0.0005435096398008,0.8801304602069223,0.0558409410220946,0.0,0.0,1.3063045741968994e-09,5.046830725933177e-12,2.8172656510267652e-05,2.936571641208464e-07,0.1437280100374843,0.0037939280783577,2.60309719202362,0.2239617956167258,0.0,0.0,0.0007550806546769369,0.0012127956005272156,0.021897467854347978,0.017006156487271308,0.4200973526809013,0.21090866616306156,1.3701437204811893,0.6962419854748182,0.0,0.0
26,Point,39,58,566650,138950,699-51-75,330.975491,1,699-40-70A,2045.494962,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1662.498701,2.127376825,3,2,20314.60573,2.057668672,3,2,1188.871718,0.829888432,4,3,1108.239775,0.771184911,0,4,308270.1139,4.00866082,1,0,7960.078298,0.725996891,2.153762832900589e-11,7.621288210714158e-14,6.40887221320074e-07,6.391544014898913e-09,0.0116405534318822,0.000237331454707,0.5168765057407386,0.0320575664187063,0.0,0.0,1.4628800467780782e-10,7.692377260169046e-13,5.91118945803375e-06,8.51813406909538e-08,0.0551821861699355,0.001817024859198,1.6222027203957254,0.138062739208402,0.0,0.0,0.00012007797567420829,0.00038288447904463377,0.006866274626014215,0.008016931571930352,0.21941342116615126,0.14631800638246611,0.9863254128739745,0.5555753968155569,0.0,0.0
27,Point,39,59,566750,138950,699-51-75,232.227422,1,699-40-70A,1981.584982,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1561.5553,2.136676983,3,2,20362.13624,2.051695096,3,2,1192.283623,0.820500525,4,3,1108.239775,0.771184911,0,4,270828.769,4.223022974,1,0,8021.01247,0.71679617,2.1269604407734945e-12,1.02641020312545e-14,9.605239542649118e-08,1.4905295109508424e-09,0.0034999222494967,9.054707798038632e-05,0.2665473978700786,0.0159824998417261,0.0,0.0,1.333988123067458e-11,9.905161433173594e-14,9.129607206603704e-07,1.995794841737736e-08,0.0177723697125918,0.0007500304158548,0.8844098005933233,0.0738351978687897,0.0,0.0,1.9586405954873587e-05,0.00010217519346676884,0.0018347785856930082,0.003179711973697103,0.10021720077832486,0.08952024695506636,0.6503562220934659,0.403774210918475,0.0,0.0
28,Point,39,60,566850,138950,699-51-75,135.330616,0,699-40-70A,1920.757257,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1455.447199,2.155984615,4,2,20397.57461,2.045975156,3,2,1196.925163,0.809636952,4,3,1108.239775,0.771184911,0,4,223283.2791,4.392474304,1,0,8075.339335,0.707072149,1.700754102764985e-13,1.4292003024186242e-15,1.4049546376282908e-07,2.6326854548602816e-10,0.0008651646071586,2.8594297541838035e-05,0.1159598340552072,0.006592885131527,0.0,0.0,9.82245501560408e-13,9.983813259490921e-15,4.823410636808599e-07,3.519043217957221e-09,0.0046739453821872,0.000253076976221,0.4061599305982907,0.0326033766255833,0.0,0.0,2.5742164426518545e-06,2.293632793321713e-05,0.00040244439131557555,0.0010414555399713033,0.03776519862016093,0.04723031500148239,0.37235556801528574,0.2599858817026148,0.0,0.0
29,Point,39,61,566950,138950,699-51-75,51.953591,0,699-40-70A,1863.313672,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1353.875723,2.185028459,3,2,20365.3163,2.04111426,3,2,1202.341792,0.797423659,4,3,1108.239775,0.771184911,0,4,172391.0725,4.41584757,1,0,8120.604774,0.696638755,1.1097228683719864e-14,-2.7013176177553235e-30,2.346183103423773e-08,3.434995381219824e-11,0.0001749567066191,7.359157302179292e-06,0.0422119414168649,0.0024905645771265,0.0,0.0,5.894716076936897e-14,8.598015263720069e-16,7.57576716962173e-08,4.563682743765138e-10,0.0009993011221693,6.883605440773471e-05,0.1558801783128865,0.0131452943861899,0.0,0.0,2.667264347171807e-07,4.46118820933985e-06,7.25680093346275e-05,0.0002794462533244759,0.011562390272765698,0.020984158638860263,0.17996980455262782,0.15424273925724166,0.0,0.0
30,Point,39,62,567050,138950,699-51-75,84.166357,0,699-40-70A,1809.576537,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1340.008911,2.243096231,3,2,20250.60969,2.03775831,3,1,1207.903474,0.783999206,4,3,1108.239775,0.771184911,0,4,186396.7278,4.333236975,1,0,8155.919137,0.685766574,6.035703550992701e-16,1.5827618353200172e-16,1.878693783897634e-09,3.911357256153749e-12,2.9617946990808142e-05,1.8426107009324084e-06,0.0128669510777812,0.0008873337068561,0.0,0.0,2.9453117281103068e-15,7.178501560474899e-17,6.169241373563137e-09,5.1479908958985385e-11,0.000177628458735,1.8060759219858348e-05,0.0499882298369785,0.0049792897946463,0.0,0.0,2.2363329700939698e-08,8.109283821940001e-07,1.1001843877709673e-05,6.924677028384789e-05,0.0029094154931884166,0.0085275466404137,0.07280401427181782,0.08422856045726781,0.0,0.0
31,Point,39,63,567150,138950,699-51-75,177.394407,0,699-40-70A,1759.885406,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1436.72172,2.328063225,3,2,20119.98402,2.034528695,3,1,1212.860243,0.76951886,4,3,1108.239775,0.771184911,0,4,234996.5682,4.176348119,1,0,8180.919209,0.674737413,2.788007550371884e-17,1.826608094879789e-16,3.0202655535523447e-10,4.4133576658557444e-13,4.199448185479667e-06,4.4752469472388453e-07,0.0032848866268152,0.0003040529169709,0.0,0.0,1.2287627029466414e-16,5.93856987857754e-18,9.299525569705224e-10,5.738379076497689e-12,2.6197357657213945e-05,4.559786996250593e-06,0.0133975534106571,0.0018070737916851,0.0,0.0,1.5309148920870965e-09,3.517907537320812e-07,1.3998930697303013e-06,1.783503131935241e-05,0.0006011009568619549,0.0031884276418407617,0.0245101975515473,0.04302811933115788,0.0,0.0
32,Point,39,64,567250,138950,699-51-75,275.415278,1,699-40-70A,1714.592092,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1646.962023,2.414487297,3,2,19987.127,2.030505644,3,1,1215.065001,0.754144262,4,3,1108.239775,0.771184911,0,4,282219.6655,4.003529399,1,0,8195.84186,0.663837527,2.2607276730891364e-17,1.5280005598585843e-16,9.949404162321434e-10,4.831334274398276e-14,5.243944981494053e-07,1.0441889624625357e-07,0.0007032818565725,9.991830325665354e-05,0.0,0.0,3.336577280086208e-18,4.851978004120591e-19,2.910079678174978e-09,6.178654774656117e-13,3.266808948443979e-06,1.0989619998756954e-06,0.0030040778366611,0.0006266919921936,0.0,0.0,3.0695428174143544e-08,1.6264199008118584e-05,1.529344267242721e-07,1.8731892101402503e-05,0.00010218726009790661,0.0011064993218186296,0.0068464940550249445,0.020526750120374877,0.0,0.0
33,Point,39,65,567350,138950,699-50-74,303.419385,1,699-40-70A,1674.053596,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,2,2144.515042,2.530260047,3,2,19854.46532,2.025706711,3,1,1209.67886,0.738030901,4,3,1108.239775,0.771184911,1,4,326928.844,3.844869316,1,0,8201.539027,0.653351368,1.7228973188342304e-15,9.618890367371291e-17,3.075391429245282e-10,5.310189739558488e-15,7.496536622171667e-08,2.3493809058405162e-08,0.0001332386827314,3.168609648072194e-05,0.0,0.0,2.2074090059290667e-20,3.9357837933419565e-20,9.06545914564408e-10,6.289039450799936e-14,3.980894168349733e-07,2.541540721369504e-07,0.0005939035524796,0.0002089896711928,0.0,0.0,1.2310439137431985e-06,0.0006670641982741726,1.588081167070559e-06,0.0005715876456426276,1.4995157900132776e-05,0.00038950751082809845,0.0016610247717895705,0.009203264640901656,0.0,0.0
34,Point,39,66,567450,138950,699-50-74,316.479578,1,699-40-70A,1638.622849,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,2,2,2816.708028,2.573538404,3,2,19724.16208,2.020210355,3,1,1196.77812,0.721375942,4,3,1108.239775,0.771184911,1,3,370819.5987,3.713493402,1,0,8196.789057,0.643226003,5.1116615786200176e-14,1.553917275944774e-16,6.936109115516858e-08,3.160069499798049e-15,6.154946348514283e-07,5.0746796461414105e-09,3.007887879776488e-05,9.700696079708303e-06,0.0,0.0,9.684094805808436e-24,3.246875597247474e-21,1.996068283823449e-07,6.018987119839781e-15,1.4929453951162849e-06,5.6216512292583527e-08,0.0001264582798692,6.709797524175142e-05,0.0,0.0,3.5466888303705925e-05,0.022802805568316594,4.1099567132531395e-05,0.01121705641160944,4.4979594332440336e-05,0.0021110561297186395,0.0003795381212441095,0.00391036496231702,0.0,0.0
35,Point,39,67,567550,138950,699-50-74,358.127524,1,699-40-70A,1608.637387,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,3,2,3628.596331,2.547438051,3,2,19669.50395,2.010555161,2,1,1177.107327,0.704385034,4,3,1108.239775,0.771184911,1,3,415109.6694,3.612407959,1,0,8179.209167,0.633297306,6.707750911301785e-13,1.993808308742797e-15,1.6068112313592322e-07,2.7231951651973653e-14,1.712742553273506e-06,1.0240418525771295e-09,2.3742916584104576e-05,2.793704050434923e-06,0.0,0.0,9.129714732261e-23,3.0886570080216203e-22,4.6276076281457195e-07,6.890507791369719e-16,4.112204741771538e-06,1.1579799993950291e-08,7.308635533592384e-05,2.0212826341418617e-05,0.0,0.0,0.0013251337073516155,1.6507223112121865,0.0016685380318895687,0.13203404352244746,0.0020307640274060223,0.01477595422559522,0.00227790412856811,0.0015813501719526717,0.0,0.0
36,Point,39,68,567650,138950,699-50-74,419.942048,2,699-40-70A,1584.4064,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,3,2,4519.51157,2.479171542,3,1,19855.30491,1.985444713,2,1,1152.647303,0.687297997,4,3,1108.239775,0.771184911,1,3,454055.0539,3.528522773,1,0,8151.390708,0.623952837,5.020164559111129e-12,2.6696424794743163e-14,3.846685017016641e-07,2.3496472468778535e-13,4.870562935412668e-06,1.883444678257689e-10,1.8661598252019728e-05,7.385850878242935e-07,0.0,0.0,1.8424879731946837e-23,4.394090025718382e-22,1.1076605532291471e-06,1.049086929314761e-16,1.1829113704367456e-05,2.165347408684186e-09,4.993051434815546e-05,5.579048861484447e-06,0.0,0.0,0.010992473152486762,1.9668368338444966,0.014921638444574796,0.3921614633063696,0.018184794490013555,0.050946747538950614,0.02013498003212291,0.002536405936570013,0.0,0.0
37,Point,39,69,567750,138950,699-50-74,494.416144,2,699-40-70A,1566.197,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,3,1,5414.529228,2.407144926,3,1,20184.51413,1.947879329,2,0,1124.565367,0.670330104,4,3,1108.239775,0.771184911,2,2,486167.2992,3.461619013,1,0,8116.830553,0.615576372,1.854528933596066e-11,2.309282794960374e-13,1.5852745236405362e-06,1.5222768725803445e-12,1.146921918568263e-06,3.1837207950072717e-11,4.502598851812884e-06,1.7361095906428749e-07,0.0,0.0,3.618225424738783e-20,7.560572879854736e-21,4.698514678343378e-06,1.794508696147899e-16,2.7768073454607987e-06,3.5557750079301227e-10,1.1607659854343802e-05,1.3677447670058896e-06,0.0,0.0,1.7535278603014808,2.2821181349219755,1.4404290527881354,0.7559416691046182,1.2054214984388234,0.12665573452087978,0.8642439805475985,0.00777277363749191,0.0,0.0
38,Point,39,70,567850,138950,699-50-74,576.665695,2,699-40-70A,1554.220847,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,3,1,6278.363323,2.332602829,4,0,20564.5347,1.89441729,2,0,1093.726875,0.65372126,4,3,1108.239775,0.771184911,2,2,511065.8852,3.413299344,1,0,8081.648652,0.608738453,3.8500725494646027e-11,1.6605992678064412e-12,1.5929359897794954e-09,7.839332027114687e-12,9.269200331516533e-08,1.1754725095564942e-11,4.98594400511739e-07,3.91142157226012e-08,0.0,0.0,6.7524668821618616e-21,2.3342766622733355e-19,4.6829058949180855e-09,4.613909372495341e-16,2.2905615452362e-07,5.416978520671687e-11,1.2724424944327388e-06,3.21024309632569e-07,0.0,0.0,1.9996843869552656,2.603375697239274,1.8621228894612232,1.2221747380589298,1.6626337392874644,0.29083240393060555,1.317173940834874,0.02481524846253868,0.0,0.0
39,Point,39,71,567950,138950,699-50-74,663.806691,3,699-40-70A,1548.622563,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,3,1,7072.183441,2.262766418,4,0,20906.29143,1.850679732,2,0,1062.341324,0.637862206,4,3,1108.239775,0.771184911,2,2,528360.6338,3.38475407,1,0,8050.398028,0.603777771,6.090528572336107e-12,1.54173926140266e-11,1.8872107341122924e-10,4.0348847247352777e-11,9.354185745949533e-09,4.2260886013562136e-11,7.406740916448277e-08,7.615276049804757e-09,0.0,0.0,6.154173633577721e-18,8.167593932230566e-18,8.535226777307926e-11,6.333165475309444e-15,2.1303128484512385e-08,7.209658401081258e-12,1.773524879732158e-07,6.463688377389567e-08,0.0,0.0,2.2153842017437704,2.8834340943716663,2.10070010772636,1.6542863455381436,1.9686158788700772,0.5306219339876287,1.71042622224836,0.0636056271430566,0.0,0.0
40,Point,39,72,568050,138950,699-50-74,754.145426,3,699-40-70A,1549.471278,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,1,7759.208064,2.202141191,4,0,21037.26345,1.821810002,2,0,1032.788515,0.62351395,4,3,1108.239775,0.771184911,2,2,538541.6016,3.374081094,1,0,8028.368762,0.601091092,4.22939426630207e-10,1.80767784717928e-10,4.492354714836379e-09,2.6671397585207237e-10,1.6367782547968346e-08,2.7224475679850765e-10,5.1426807407812743e-08,1.7245925232520471e-09,0.0,0.0,9.63788484199514e-16,2.151207168558528e-16,8.076344792102463e-12,6.253639900827135e-14,5.068290020435171e-09,1.9867964047336537e-12,5.7888996092472766e-08,1.1957659374028697e-08,0.0,0.0,2.381567217990698,3.0704383601145113,2.28900290622042,1.9847664596314591,2.180507979396816,0.793400386531506,1.924695039236267,0.12766127328335808,0.0,0.0
41,Point,39,73,568150,138950,699-50-74,846.658918,4,699-40-70A,1556.756449,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,1,8322.735891,2.153820161,4,0,20900.17366,1.808757849,2,0,1008.536138,0.612049894,4,3,1108.239775,0.771184911,2,2,546041.181,3.364322098,1,0,8021.961103,0.601205652,1.0715447674738949e-08,2.324130690658884e-09,5.647203473117605e-08,2.774287023934133e-09,1.3531698356778086e-07,2.330510643997424e-09,2.473095028113273e-07,3.565085842650673e-09,0.0,0.0,7.306034517518117e-14,5.3115455116990905e-15,3.6040298746591355e-11,3.8765754561050563e-13,1.5016972701601006e-08,7.071777920753438e-12,1.2652520620162561e-07,3.8474048983273114e-09,0.0,0.0,2.4795291757557316,3.134809894833302,2.401390264204467,2.187251469590881,2.2597103764713,1.012505551619222,1.95956406732162,0.2045742571695943,0.0,0.0
42,Point,39,74,568250,138950,699-48-71,903.645201,4,699-40-70A,1570.3885,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,1,8761.199277,2.09795507,4,0,20549.14357,1.809200292,1,0,990.6931425,0.603621169,4,3,1108.239775,0.771184911,2,2,551800.9732,3.353863861,1,0,8031.720656,0.60416983,2.65946002102914e-07,2.985696429231268e-08,4.216612378852685e-07,3.330647415885136e-08,6.100409020462587e-07,2.49323003368552e-08,7.277336050794328e-07,2.0990388282820178e-08,0.0,0.0,9.12052420684724e-12,1.073964447702951e-13,3.4588656831627077e-10,1.7715770178932268e-12,6.239370125789833e-08,2.8353957969043048e-11,1.466560815750583e-07,9.446062007286276e-09,0.0,0.0,2.658028689386044,3.070028128102132,2.371614832315917,2.262151818543169,2.0258676452198596,1.1480817185958476,1.4642212568751471,0.2729235131832475,0.0,0.0
43,Point,39,75,568350,138950,699-48-71,893.86344,4,699-40-70A,1590.204214,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,1,9072.730493,2.045431341,3,0,20036.88793,1.822291042,1,0,979.6913683,0.59828174,4,3,1108.239775,0.771184911,2,2,556213.6109,3.342465658,1,0,8054.477429,0.609766563,1.24079098809378e-06,2.225954338406701e-07,1.5187376532786383e-06,2.3652116986300066e-07,2.203952617458028e-06,1.6731794344558874e-07,2.0471296278269827e-06,9.659070352001613e-08,0.0,0.0,1.6206150632781448e-10,1.3879844321897045e-12,8.971957290151999e-07,6.891533533540528e-12,2.6942142200097564e-06,8.423590075159915e-11,1.9998201255149507e-06,2.33295980408301e-08,0.0,0.0,2.728283757655835,2.9368688713683944,2.3266358711151836,2.2362042363197645,1.792796657803192,1.2094435197587328,1.053598345410517,0.32435356794141024,0.0,0.0
44,Point,39,76,568450,138950,699-48-71,895.214527,4,699-40-70A,1615.976127,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,1,9253.997159,2.022527768,2,0,19429.76083,1.846702996,1,0,976.3222219,0.596303738,4,3,1108.239775,0.771184911,2,2,559320.7992,3.328469062,1,0,8087.156346,0.61785246,1.1645023554600105e-06,-1.0,1.4639475972964711e-06,-1.0,2.2665960036413653e-06,-1.0,2.238979979935585e-06,-1.0,0.0,0.0,2.828614065011675e-10,-1.0,1.2003480715581678e-07,-1.0,2.1496212365805264e-06,-1.0,2.054210293521688e-06,-1.0,0.0,0.0,2.4018408235734254,-1.0,2.142194819330984,-1.0,1.6243803559046504,-1.0,0.9607474944129684,-1.0,0.0,0.0
45,Point,39,77,568550,138950,699-48-71,907.648748,4,299-W5-1,1643.616664,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,1,9305.81936,2.027178456,1,0,18808.51037,1.880514595,1,0,980.8486592,0.597798257,4,3,1108.239775,0.771184911,2,2,561774.5214,3.311675172,1,0,8126.98205,0.628372298,2.0966549358313185e-07,-1.0,5.644161423278181e-07,-1.0,1.192426916281857e-06,-1.0,1.7105943685993837e-06,-1.0,0.0,0.0,8.56218982328733e-11,-1.0,2.294231286099724e-09,-1.0,5.059668446989592e-07,-1.0,8.597457595875033e-07,-1.0,0.0,0.0,2.1963798861109733,-1.0,1.8775136384852484,-1.0,1.3409787575155665,-1.0,0.7389307203503701,-1.0,0.0,0.0
46,Point,39,78,568650,138950,699-48-71,930.722004,4,299-W5-1,1659.978836,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,1,9232.954258,2.058841193,1,1,18264.84686,1.919599855,1,0,992.5580421,0.602525067,4,3,1108.239775,0.771184911,2,2,566043.6168,3.297205945,1,0,8166.296459,0.64081219,1.413351562577973e-07,-1.0,2.5745201293857705e-07,-1.0,6.022447103984167e-07,-1.0,1.6067356204330215e-06,-1.0,0.0,0.0,6.710279774157379e-11,-1.0,8.549871803246565e-11,-1.0,1.156619028834009e-07,-1.0,1.1047529068676674e-06,-1.0,0.0,0.0,2.0115058655485067,-1.0,1.7092958066304829,-1.0,1.2008774840494087,-1.0,0.6625460330517685,-1.0,0.0,0.0
47,Point,39,79,568750,138950,699-48-71,963.670405,4,299-W5-1,1682.136658,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,1,9038.186588,2.11446041,1,1,17898.91783,1.948651287,2,0,1010.365987,0.610169671,4,3,1108.239775,0.771184911,2,2,571672.5022,3.287945218,1,0,8198.294082,0.654703573,1.3719811496570157e-07,-1.0,2.983418409378415e-07,-1.0,5.720113040452233e-07,-1.0,1.667058981726617e-06,-1.0,0.0,0.0,5.7622957973329324e-11,-1.0,4.112697140282228e-10,-1.0,8.97630205643906e-08,-1.0,1.2436828218966376e-06,-1.0,0.0,0.0,1.8224470831711488,-1.0,1.417755105785381,-1.0,1.0137407684421362,-1.0,0.5714763590663706,-1.0,0.0,0.0
